english_word,word_class,level,verb_transitivity,hindi_translation,urdu_translation,hindi_transliteration,urdu_transliteration
bus,noun,a1,,बस (f) / बस गाड़ी (f),बस (f) / बस गाड़ी (f),bas (f) / bas gāṛī (f),bas (f) / bas gāṛī (f)
"business (commercial enterprise, trade)",noun,a1,,कारोबार (m) / व्यापार (m) / व्यवसाय (m),कारोबार (m) / बिज़नेस (m) / तिजारत (f),kārōbār (m) / vyāpār (m) / vyavasāy (m),kārōbār (m) / bizanēs (m) / tijārat (f)
"busy (crowded, bustling)",adjective,a1,,भीड़-भाड़ वाला / व्यस्त / चहल-पहल वाला,भीड़-भाड़ वाला / मसरूफ़ / चहल-पहल वाला,bhīṛa-bhāṛa vālā / vyast / cahal-pahal vālā,bhīṛa-bhāṛa vālā / masarūf / cahal-pahal vālā
busy (telephone line engaged),adjective,a1,,व्यस्त / एंगेज्ड,मसरूफ़ / एंगेज्ड,vyast / ēṁgējḍa,masarūf / ēṁgējḍa
by (deadline),preposition,a1,,तक / से पहले,तक / से पहले,tak / sē pahalē,tak / sē pahalē
by (means of),preposition,a1,,से / द्वारा,से / के ज़रिए,sē / dvārā,sē / kē zariē
"by (near, beside)",preposition,a1,,पास / नज़दीक / समीप,पास / नज़दीक / क़रीब,pās / nazadīk / samīp,pās / nazadīk / qarīb
bye (casual),noun,a1,,टाटा (f) / अलविदा (f) / विदाई (f),टाटा (f) / अलविदा (f) / रुख़्सत (f),ṭāṭā (f) / alavidā (f) / vidāī (f),ṭāṭā (f) / alavidā (f) / ruk͟hsat (f)
bye (polite parting),exclamation,a1,,अलविदा / फिर मिलेंगे,अलविदा / ख़ुदा हाफ़िज़ / अल्ला हाफ़िज़,alavidā / phir milēṁgē,alavidā / k͟hudā hāfiz / allā hāfiz
cafe,noun,a1,,कैफ़े (m) / कॉफ़ी-हाउस (m),कैफ़े (m) / कॉफ़ी-हाउस (m),kaifē (m) / kôfī-hāus (m),kaifē (m) / kôfī-hāus (m)
cake,noun,a1,,केक (m),केक (m),kēk (m),kēk (m)
"call (shout, cry)",noun,a1,,पुकार (f) / आवाज़ (f) / चीख़ (f),पुकार (f) / आवाज़ (f) / चीख़ (f) / सदा (f),pukār (f) / āvāz (f) / cīk͟h (f),pukār (f) / āvāz (f) / cīk͟h (f) / sadā (f)
call (telephone),noun,a1,,फ़ोन (m) / कॉल (f) / दूरभाष (m),फ़ोन (m) / कॉल (f) / टेलीफ़ोन (m),fōn (m) / kôl (f) / dūrabhāṣa (m),fōn (m) / kôl (f) / ṭēlīfōn (m)
camera,noun,a1,,कैमरा (m),कैमरा (m),kaimarā (m),kaimarā (m)
can (ability),modal verb,a1,,सकना,सकना,sakanā,sakanā
"can (permission, request)",modal verb,a1,,सकना / इजाज़त होना,सकना / इजाज़त होना,sakanā / ijāzat hōnā,sakanā / ijāzat hōnā
"cannot (be allowed to , prohibited)",modal verb,a1,,नहीं कर पाना / मना होना / वर्जित होना,नहीं कर पाना / मना होना / मम्नूअ होना,nahīṁ kar pānā / manā hōnā / varjit hōnā,nahīṁ kar pānā / manā hōnā / mamnūa hōnā
"capital (chief, of the main city)",adjective,a1,,मुख्य / प्रधान / राजधानी का,मुख्य / अहम / दारुल-हुकूमत का,mukhy / pradhān / rājadhānī kā,mukhy / aham / dārul-hukūmat kā
capital (city),noun,a1,,राजधानी (f),राजधानी (f) / दारुल-हुकूमत (m) / पाय-ए-तख़्त (m),rājadhānī (f),rājadhānī (f) / dārul-hukūmat (m) / pāy-ē-tak͟ht (m)
capital (financial assets),noun,a1,,पूँजी (f) / निधि (f) / सरमाया (m),पूँजी (f) / सरमाया (m) / रासुल-माल (m),pūm̐jī (f) / nidhi (f) / saramāyā (m),pūm̐jī (f) / saramāyā (m) / rāsul-māl (m)
capital (letter),adjective,a1,,बड़ा / वृहत्,बड़ा / कबीर,baṛā / vr̥hat,baṛā / kabīr
car,noun,a1,,गाड़ी (f) / कार (f) / मोटर गाड़ी (f),गाड़ी (f) / कार (f) / मोटर गाड़ी (f),gāṛī (f) / kār (f) / mōṭar gāṛī (f),gāṛī (f) / kār (f) / mōṭar gāṛī (f)
"card (greeting, post)",noun,a1,,कार्ड (m) / शुभकामना पत्र (m) / डाक पत्र (m),कार्ड (m) / मुबारकबादी कार्ड (m) / पोस्ट कार्ड (m),kārḍa (m) / śubhakāmanā patr (m) / ḍāk patr (m),kārḍa (m) / mubārakabādī kārḍa (m) / pōsṭa kārḍa (m)
"card (ID, Bank)",noun,a1,,कार्ड (m) / पहचान पत्र (m) / बैंक कार्ड (m),कार्ड (m) / शनाख़्ती कार्ड (m) / बैंक कार्ड (m),kārḍa (m) / pahacān patr (m) / baiṁk kārḍa (m),kārḍa (m) / śanāk͟htī kārḍa (m) / baiṁk kārḍa (m)
career,noun,a1,,करियर (m) / पेशा (m) / वृत्ति (f) / व्यवसाय (m),करियर (m) / पेशा (m) / रोज़गार (m) / मुलाज़मत (f),kariyar (m) / pēśā (m) / vr̥tti (f) / vyavasāy (m),kariyar (m) / pēśā (m) / rōzagār (m) / mulāzamat (f)
carrot,noun,a1,,गाजर (f),गाजर (f),gājar (f),gājar (f)
cat,noun,a1,,बिल्ली (f) / मार्जारी (f),बिल्ली (f) / क़ित्ता (m),billī (f) / mārjārī (f),billī (f) / qittā (m)
cd,noun,a1,,सीडी (f) / कॉम्पैक्ट डिस्क (f),सीडी (f) / कॉम्पैक्ट डिस्क (f),sīḍī (f) / kômpaikṭa ḍisk (f),sīḍī (f) / kômpaikṭa ḍisk (f)
cent (unit of land area),noun,a1,,सेंट (m),सेंट (m),sēṁṭa (m),sēṁṭa (m)
"centre (institution, hub)",noun,a1,,केंद्र (m) / सेंटर (m) / मरकज़ (m),मरकज़ (m) / सेंटर (m) / केंद्र (m),kēṁdr (m) / sēṁṭar (m) / marakaz (m),marakaz (m) / sēṁṭar (m) / kēṁdr (m)
century (100 years),noun,a1,,सदी (f) / शताब्दी (f),सदी (f) / क़र्न (m),sadī (f) / śatābdī (f),sadī (f) / qarn (m)
century (cricket score),noun,a1,,शतक (m) / सेंचुरी (f),शतक (m) / सेंचुरी (f),śatak (m) / sēṁcurī (f),śatak (m) / sēṁcurī (f)
change (alteration),noun,a1,,बदलाव (m) / तब्दीली (f) / परिवर्तन (m),तब्दीली (f) / बदलाव (m) / परिवर्तन (m),badalāv (m) / tabdīlī (f) / parivartan (m),tabdīlī (f) / badalāv (m) / parivartan (m)
change (money remainder),noun,a1,,खुले पैसे (m) / छुट्टा (m) / शेष (m),खुले पैसे (m) / छुट्टा (m) / बाक़ी (m),khulē paisē (m) / chuṭṭā (m) / śēṣa (m),khulē paisē (m) / chuṭṭā (m) / bāqī (m)
chart (map for navigation),noun,a1,,चार्ट (m) / नक़्शा (m) / मानचित्र (m),नक़्शा (m) / चार्ट (m) / ख़रीता (m),cārṭa (m) / naqśā (m) / mānacitr (m),naqśā (m) / cārṭa (m) / k͟harītā (m)
cheap (low cost),adjective,a1,,सस्ता / कम दाम का,सस्ता / अर्ज़ाँ,sastā / kam dām kā,sastā / arzām̐
cheap (low quality),adjective,a1,,सस्ता / घटिया / निम्न कोटि का,सस्ता / घटिया / कम-ज़ोर / अदना,sastā / ghaṭiyā / nimn kōṭi kā,sastā / ghaṭiyā / kam-zōr / adanā
"cheap (stingy, miserly)",adjective,a1,,कंजूस / मख्खीचूस / कृपण,कंजूस / बख़ील / तंग-दिल,kaṁjūs / makhkhīcūs / kr̥paṇa,kaṁjūs / bak͟hīl / taṁg-dil
cheese,noun,a1,,चीज़ (f) / पनीर (m),चीज़ (f) / पनीर (m),cīz (f) / panīr (m),cīz (f) / panīr (m)
chicken (animal),noun,a1,,मुर्गी (f) / मुर्गा (m) / कुक्कुट (m),मुर्गी (f) / मुर्गा (m) / कुक्कुट (m),murgī (f) / murgā (m) / kukkuṭa (m),murgī (f) / murgā (m) / kukkuṭa (m)
chicken (meat),noun,a1,,चिकन (m) / मुर्गे का गोश्त (m) / कुक्कुट मांस (m),चिकन (m) / मुर्गे का गोश्त (m) / कुक्कुट मांस (m),cikan (m) / murgē kā gōśt (m) / kukkuṭa māṁs (m),cikan (m) / murgē kā gōśt (m) / kukkuṭa māṁs (m)
chocolate,noun,a1,,चॉकलेट (f),चॉकलेट (f),côkalēṭa (f),côkalēṭa (f)
city,noun,a1,,शहर (m) / नगर (m) / महानगर (m),शहर (m) / क़स्बा (m) / नगर (m),śahar (m) / nagar (m) / mahānagar (m),śahar (m) / qasbā (m) / nagar (m)
class (category/type),noun,a1,,क़िस्म (f) / प्रकार (m) / वर्ग (m),क़िस्म (f) / नौइयत (f) / वर्ग (m),qism (f) / prakār (m) / varg (m),qism (f) / nauiyat (f) / varg (m)
class (grade level),noun,a1,,क्लास (f) / कक्षा (f) / जमात (f),क्लास (f) / जमात (f) / दर्जा (m),klās (f) / kakṣā (f) / jamāt (f),klās (f) / jamāt (f) / darjā (m)
"class (lesson, session)",noun,a1,,क्लास (f) / कक्षा (f) / पाठ (m),क्लास (f) / जमात (f) / सबक़ (m),klās (f) / kakṣā (f) / pāṭh (m),klās (f) / jamāt (f) / sabaq (m)
class (social stratum),noun,a1,,तबक़ा (m) / वर्ग (m) / श्रेणी (f),तबक़ा (m) / दर्जा (m) / ज़ात (f),tabaqā (m) / varg (m) / śrēṇī (f),tabaqā (m) / darjā (m) / zāt (f)
classroom,noun,a1,,क्लासरूम (m) / क्लास (f) / कक्षा (f),क्लासरूम (m) / दरसगाह (f) / जमाअत-ख़ाना (m),klāsarūm (m) / klās (f) / kakṣā (f),klāsarūm (m) / darasagāh (f) / jamāat-k͟hānā (m)
clock (wall or desk timepiece),noun,a1,,घड़ी (f) / दीवार घड़ी (f),घड़ी (f) / साअत-नुमा (m),ghaṛī (f) / dīvār ghaṛī (f),ghaṛī (f) / sāat-numā (m)
"clothes (garments, apparel)",noun,a1,,कपड़े (m) / वस्त्र (m) / पोशाक (f),कपड़े (m) / लिबास (m) / पोशाक (f),kapaṛē (m) / vastr (m) / pōśāk (f),kapaṛē (m) / libās (m) / pōśāk (f)
club (organization),noun,a1,,क्लब (m) / संस्था (f) / मंडल (m),क्लब (m) / अंजुमन (f) / इदारा (m),klab (m) / saṁsthā (f) / maṁḍal (m),klab (m) / aṁjuman (f) / idārā (m)
club (venue),noun,a1,,क्लब (m),क्लब (m) / महफ़िल-ख़ाना (m),klab (m),klab (m) / mahafil-k͟hānā (m)
coffee,noun,a1,,कॉफ़ी (f),कॉफ़ी (f) / क़हवा (m),kôfī (f),kôfī (f) / qahavā (m)
"cold (cool, refreshing)",adjective,a1,,ठंडा / सर्द / शीतल,ठंडा / सर्द / ख़ुशगवार,ṭhaṁḍā / sard / śītal,ṭhaṁḍā / sard / k͟huśagavār
cold (illness),noun,a1,,सर्दी (f) / ज़ुकाम (m),ज़ुकाम (m) / नज़ला (m) / सर्दी (f),sardī (f) / zukām (m),zukām (m) / nazalā (m) / sardī (f)
cold (low temperature),noun,a1,,ठंड (f) / सर्दी (f),ठंड (f) / सर्दी (f),ṭhaṁḍa (f) / sardī (f),ṭhaṁḍa (f) / sardī (f)
"cold (temperature, unpleasant)",adjective,a1,,ठंडा / शीतल,ठंडा / सर्द,ṭhaṁḍā / śītal,ṭhaṁḍā / sard
college,noun,a1,,कॉलेज (m) / महाविद्यालय (m),कॉलेज (m) / दारुल-उलूम (m),kôlēj (m) / mahāvidyālay (m),kôlēj (m) / dārul-ulūm (m)
colour,noun,a1,,रंग (m) / वर्ण (m),रंग (m) / लौन (m),raṁg (m) / varṇa (m),raṁg (m) / laun (m)
"common (general, frequent)",adjective,a1,,आम / सामान्य / साधारण,आम / मामूल का / साधारण,ām / sāmāny / sādhāraṇa,ām / māmūl kā / sādhāraṇa
"common (shared, joint)",adjective,a1,,साझा / संयुक्त / उभयनिष्ठ,साझा / मुश्तरक / संयुक्त,sājhā / saṁyukt / ubhayaniṣṭh,sājhā / muśtarak / saṁyukt
company (business entity),noun,a1,,कंपनी (f) / निगम (m) / संस्था (f),कंपनी (f) / शिर्कत (f) / इदारा (m),kaṁpanī (f) / nigam (m) / saṁsthā (f),kaṁpanī (f) / śirkat (f) / idārā (m)
"company (companionship, guests)",noun,a1,,संगत (f) / साथ (m) / मेहमान (m),सोहबत (f) / साथ (m) / मेहमान (m),saṁgat (f) / sāth (m) / mēhamān (m),sōhabat (f) / sāth (m) / mēhamān (m)
"complete (total, entire)",adjective,a1,,पूरा / संपूर्ण / मुकम्मल,पूरा / मुकम्मल / कामिल,pūrā / saṁpūrṇa / mukammal,pūrā / mukammal / kāmil
computer,noun,a1,,कंप्यूटर (m) / संगणक (m),कंप्यूटर (m) / शुमारंदा (m),kaṁpyūṭar (m) / saṁgaṇak (m),kaṁpyūṭar (m) / śumāraṁdā (m)
concert,noun,a1,,कॉन्सर्ट (m) / संगीत समारोह (m),कॉन्सर्ट (m) / महफ़िल-ए-मौसीक़ी (f),kônsarṭa (m) / saṁgīt samārōh (m),kônsarṭa (m) / mahafil-ē-mausīqī (f)
