english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
east (moving toward the direction),adverb,తూర్పుగా / తూర్పువైపు,tūrpugā / tūrpuvaipu,,a2
east (the direction),adverb,తూర్పున,tūrpuna,,a2
"east (the direction, adj.)",adjective,తూర్పు,tūrpu,,a2
"east (the direction, noun)",noun,తూర్పు / ప్రాగ్దిశ,tūrpu / prāgdiśa,,a2
eastern,adjective,తూర్పు / ప్రాచ్య,tūrpu / prācya,,a2
easy (simple or straightforward nature),adjective,సులభం / తేలిక / సులువు,sulabhaṁ / tēlika / suluvu,,a2
easy (simple or straightforward),adjective,సులభం / తేలిక / సులువు,sulabhaṁ / tēlika / suluvu,,a2
eatery (simple dining place),noun,హోటల్ / భోజనశాల,hōṭal / bhōjanaśāla,,a2
egg,noun,గుడ్డు / అండం,guḍḍu / aṁḍaṁ,,a2
eight,number,ఎనిమిది,enimidi,,a2
eighteen,number,పద్దెనిమిది,paddenimidi,,a2
eighty,number,ఎనభై,enabhai,,a2
elephant,noun,ఏనుగు / గజము,ēnugu / gajamu,,a2
eleven,number,పదకొండు,padakoṁḍu,,a2
else (other or additional),adverb,ఇంకేమైనా / వేరే,iṁkēmainā / vērē,,a2
else (otherwise),adverb,లేకపోతే,lēkapōtē,,a2
"end (conclusion, finish)",noun,ముగింపు / అంతం / సమాప్తి,mugiṁpu / aṁtaṁ / samāpti,,a2
"end (physical extremity, tip)",noun,చివర / కొన,civara / kona,,a2
enough,adverb,సరిపోవునంత / చాలునంత,saripōvunaṁta / cālunaṁta,,a2
enough (a sufficient quantity),pronoun,సరిపడా / చాలు,saripaḍā / cālu,,a2
"enough (stop, that is sufficient)",pronoun,చాలు / ఆపు,cālu / āpu,,a2
"enough! (stop, that's sufficient)",determiner,చాలు! / ఆపు!,cālu! / āpu!,,a2
euro,noun,యూరో,yūrō,,a2
"even (more, better)",adverb,ఇంకా / మరీ,iṁkā / marī,,a2
even (unexpectedly),adverb,కూడా / సైతం,kūḍā / saitaṁ,,a2
"evening (common, colloquial)",noun,సాయంత్రం / పొద్దున,sāyaṁtraṁ / podduna,,a2
"evening (formal, dusk)",noun,సంధ్య / సాయంకాలం,saṁdhya / sāyaṁkālaṁ,,a2
event (happening),noun,సంఘటన / ఘటన / విషయం,saṁghaṭana / ghaṭana / viṣayaṁ,,a2
event (planned function),noun,కార్యక్రమం / వేడుక / ఉత్సవం,kāryakramaṁ / vēḍuka / utsavaṁ,,a2
ever (always),adverb,ఎప్పుడూ / ఎల్లప్పుడూ / సదా,eppuḍū / ellappuḍū / sadā,,a2
ever (at any time),adverb,ఎప్పుడైనా / ఏ సమయంలోనైనా,eppuḍainā / ē samayaṁlōnainā,,a2
every,determiner,ప్రతి,prati,,a2
everybody,pronoun,అందరూ / ప్రతి ఒక్కరూ,aṁdarū / prati okkarū,,a2
everyone,pronoun,అందరూ / ప్రతి ఒక్కరూ,aṁdarū / prati okkarū,,a2
"everything (colloquial, spoken)",pronoun,అంతా,aṁtā,,a2
"everything (standard, complete)",pronoun,అంతా / సర్వం / సమస్తం,aṁtā / sarvaṁ / samastaṁ,,a2
"exam (test, quiz)",noun,పరీక్ష / టెస్ట్,parīkṣa / ṭesṭ,,a2
"example (instance, illustration)",noun,ఉదాహరణ / దృష్టాంతం,udāharaṇa / dr̥ṣṭāṁtaṁ,,a2
"example (model, pattern)",noun,మాదిరి / నమూనా / ఆదర్శం,mādiri / namūnā / ādarśaṁ,,a2
excited (eagerly anticipating),adjective,ఉత్సాహభరితమైన / ఆతృతగా ఉన్న,utsāhabharitamaina / ātr̥tagā unna,,a2
"exciting (interesting, inspiring)",adjective,ఆసక్తికరమైన / ఉత్తేజకరమైన,āsaktikaramaina / uttējakaramaina,,a2
"exciting (thrilling, adventurous)",adjective,ఉత్కంఠభరితమైన / సాహసోపేతమైన,utkaṁṭhabharitamaina / sāhasōpētamaina,,a2
exercise (physical activity),noun,వ్యాయామం / కసరత్తు,vyāyāmaṁ / kasarattu,,a2
exercise (practice problem),noun,అభ్యాసం / లెక్క,abhyāsaṁ / lekka,,a2
expensive,adjective,ఖరీదైన / అధిక ధర గల / విలువైన,kharīdaina / adhika dhara gala / viluvaina,,a2
extra,adjective,అదనపు / ఎక్కువ,adanapu / ekkuva,,a2
eye,noun,కన్ను / నేత్రం,kannu / nētraṁ,,a2
fact,noun,నిజం / వాస్తవం / యథార్థం,nijaṁ / vāstavaṁ / yathārthaṁ,,a2
false (not true),adjective,తప్పుడు / అబద్ధమైన / అసత్యమైన,tappuḍu / abaddhamaina / asatyamaina,,a2
family,noun,కుటుంబం / ఇల్లు,kuṭuṁbaṁ / illu,,a2
fantastic (excellent),adjective,చాలా బాగుంది / అద్భుతమైన / అమోఘమైన,cālā bāguṁdi / adbhutamaina / amōghamaina,,a2
far (extent or degree),adverb,చాలా దూరం / ఎక్కువ / బాగా,cālā dūraṁ / ekkuva / bāgā,,a2
farm,noun,పొలం / వ్యవసాయ క్షేత్రం,polaṁ / vyavasāya kṣētraṁ,,a2
farmer,noun,రైతు,raitu,,a2
farmer (formal),noun,కర్షకుడు / వ్యవసాయదారుడు,karṣakuḍu / vyavasāyadāruḍu,,a2
fast (securely fixed),adjective,గట్టి / స్థిరమైన,gaṭṭi / sthiramaina,,a2
"fast (speedy, rapid)",adverb,వేగంగా / త్వరగా,vēgaṁgā / tvaragā,,a2
father (colloquial),noun,నాన్న / డాడీ,nānna / ḍāḍī,,a2
father (formal),noun,తండ్రి / జనకుడు,taṁḍri / janakuḍu,,a2
"father (formal, biological)",noun,కన్నతండ్రి / జనకుడు,kannataṁḍri / janakuḍu,,a2
favourite,noun,ఇష్టమైనది / అభిమానమైనది / ప్రియమైనది,iṣṭamainadi / abhimānamainadi / priyamainadi,,a2
february,noun,ఫిబ్రవరి,phibravari,,a2
feeding,noun,తినిపించడం / పోషణ,tinipiṁcaḍaṁ / pōṣaṇa,,a2
"feeling (emotion, sentiment)",noun,భావం / అనుభూతి / సెంటిమెంట్,bhāvaṁ / anubhūti / seṁṭimeṁṭ,,a2
feeling (physical sensation),noun,స్పర్శ / అనుభూతి,sparśa / anubhūti,,a2
few,determiner,కొన్ని / తక్కువ,konni / takkuva,,a2
"few (a small number, 'a few')",pronoun,కొన్ని / కొందరు,konni / koṁdaru,,a2
"few (negative, scarcity)",adjective,చాలా తక్కువ,cālā takkuva,,a2
fifteen,number,పదిహేను,padihēnu,,a2
fifth,ordinal number,ఐదవ,aidava,,a2
fifty,number,యాభై,yābhai,,a2
film (movie),noun,సినిమా / చిత్రం / చలనచిత్రం,sinimā / citraṁ / calanacitraṁ,,a2
film (thin layer),noun,పొర / పలుచని పొర,pora / palucani pora,,a2
"final (exam, match)",adjective,చివరి / అంతిమ / ఫైనల్,civari / aṁtima / phainal,,a2
"fine (thin, granular)",adjective,సన్నని / మెత్తని / సూక్ష్మమైన,sannani / mettani / sūkṣmamaina,,a2
fire,noun,నిప్పు / అగ్ని / మంట,nippu / agni / maṁṭa,,a2
"first (at first, initially)",adverb,మొదట / ప్రారంభంలో / ఆరంభంలో,modaṭa / prāraṁbhaṁlō / āraṁbhaṁlō,,a2
"first (initially, at the start)",adverb,మొదట / ప్రారంభంలో / ఆరంభంలో,modaṭa / prāraṁbhaṁlō / āraṁbhaṁlō,,a2
"first (initially, before starting)",determiner,మొదటి / ప్రథమ,modaṭi / prathama,,a2
first (ordinal number),determiner,మొదటి / ప్రథమ,modaṭi / prathama,,a2
fish,noun,చేప / మత్స్యం,cēpa / matsyaṁ,,a2
flat,noun,సమతలం / చదును,samatalaṁ / cadunu,,a2
flat (apartment),noun,ఫ్లాట్ / అపార్ట్‌మెంట్,phlāṭ / apārṭmeṁṭ,,a2
flight (act of flying),noun,ఎగురుదల / విహారం,egurudala / vihāraṁ,,a2
flight (airplane journey),noun,ఫ్లైట్ / విమానయానం,phlaiṭ / vimānayānaṁ,,a2
floor (story of a building),noun,అంతస్తు,aṁtastu,,a2
floor (surface of a room),noun,నేల / భూమి,nēla / bhūmi,,a2
flower,noun,పువ్వు / పుష్పం / కుసుమం,puvvu / puṣpaṁ / kusumaṁ,,a2
"food (meal, main course)",noun,భోజనం / అన్నం / ఆహారం,bhōjanaṁ / annaṁ / āhāraṁ,,a2
food (sustenance),noun,ఆహారం / తిండి / భోజనం,āhāraṁ / tiṁḍi / bhōjanaṁ,,a2
foot (base of object),noun,అడుగు / పాదం,aḍugu / pādaṁ,,a2
football,noun,ఫుట్‌బాల్,phuṭbāl,,a2
"for (cost, exchange)",preposition,కోసం / కి,kōsaṁ / ki,,a2
for (duration of time),preposition,పాటు / సేపు,pāṭu / sēpu,,a2
"for (purpose, recipient)",preposition,కోసం / కొరకు,kōsaṁ / koraku,,a2
"forest (general, jungle)",noun,అడవి / వనం / కారడవి,aḍavi / vanaṁ / kāraḍavi,,a2
form (document),noun,ఫారం / దరఖాస్తు పత్రం,phāraṁ / darakhāstu patraṁ,,a2
"form (physical structure, appearance)",noun,రూపం / ఆకారం,rūpaṁ / ākāraṁ,,a2
form (shape),noun,ఆకారం / రూపం,ākāraṁ / rūpaṁ,,a2
forty,number,నలభై,nalabhai,,a2
four,number,నాలుగు,nālugu,,a2
fourteen,number,పద్నాలుగు,padnālugu,,a2
free (not costing money),adjective,ఉచితం / ఖర్చులేని,ucitaṁ / kharculēni,,a2
"free (unconstrained, independent)",adjective,స్వతంత్రం / స్వేచ్ఛాయుతమైన,svataṁtraṁ / svēcchāyutamaina,,a2
"fresh (new, not stale)",adjective,తాజా / కొత్త,tājā / kotta,,a2
friday,noun,శుక్రవారం,śukravāraṁ,,a2
fridge,noun,ఫ్రిజ్,phrij,,a2
friend (female),noun,స్నేహితురాలు / నెచ్చెలి,snēhiturālu / necceli,,a2
"friend (formal, neutral)",noun,మిత్రుడు / స్నేహితుడు,mitruḍu / snēhituḍu,,a2
friend (male),noun,స్నేహితుడు / మిత్రుడు,snēhituḍu / mitruḍu,,a2
friendly,adjective,స్నేహపూర్వకమైన / స్నేహంగా ఉండే,snēhapūrvakamaina / snēhaṁgā uṁḍē,,a2
from,preposition,నుండి / నుంచి,nuṁḍi / nuṁci,,a2
front,noun,ముందు / ముందరి భాగం,muṁdu / muṁdari bhāgaṁ,,a2
fruit (edible item),noun,పండు / ఫలం,paṁḍu / phalaṁ,,a2
"fruit (result, outcome)",noun,ఫలితం / ప్రయోజనం / ఫలం,phalitaṁ / prayōjanaṁ / phalaṁ,,a2
full (satiated),adjective,కడుపు నిండిన / తృప్తిగా,kaḍupu niṁḍina / tr̥ptigā,,a2
"fun (joy, happiness)",noun,సరదా / ఆనందం / వినోదం,saradā / ānaṁdaṁ / vinōdaṁ,,a2
funny (humorous),adjective,నవ్వు తెప్పించే / సరదాగా ఉండే / హాస్యభరితమైన,navvu teppiṁcē / saradāgā uṁḍē / hāsyabharitamaina,,a2
funny (strange or odd),adjective,వింతైన / చిత్రమైన,viṁtaina / citramaina,,a2
future,noun,భవిష్యత్తు,bhaviṣyattu,,a2
future (noun),noun,భవిష్యత్తు,bhaviṣyattu,,a2
"game (activity, match)",noun,ఆట / క్రీడ,āṭa / krīḍa,,a2
"game (video, digital)",noun,గేమ్ / వీడియో గేమ్,gēm / vīḍiyō gēm,,a2
garden,noun,తోట / ఉద్యానవనం,tōṭa / udyānavanaṁ,,a2
geography,noun,భూగోళశాస్త్రం,bhūgōḷaśāstraṁ,,a2
"girl (female minor, child)",noun,అమ్మాయి / పిల్ల / బాలిక,ammāyi / pilla / bālika,,a2
"girl (female minor, formal, legal)",noun,బాలిక / మైనరు బాలిక,bālika / mainaru bālika,,a2
"girlfriend (female friend, platonic)",noun,స్నేహితురాలు / మిత్రురాలు,snēhiturālu / mitrurālu,,a2
glass (drinking vessel),noun,గ్లాసు / పాత్ర,glāsu / pātra,,a2
glass (material),noun,గాజు / అద్దం,gāju / addaṁ,,a2
"good (excellent, high quality)",adjective,మంచి / నాణ్యమైన / ఉత్తమమైన,maṁci / nāṇyamaina / uttamamaina,,a2
"good (nice, pleasant)",adjective,మంచి / బాగున్న / ఆహ్లాదకరమైన,maṁci / bāgunna / āhlādakaramaina,,a2
"goodbye (general, polite or formal)",exclamation,నమస్కారం / సెలవు / వీడ్కోలు,namaskāraṁ / selavu / vīḍkōlu,,a2
goodbye (polite departure phrase),noun,సెలవు / వీడ్కోలు,selavu / vīḍkōlu,,a2
goodbye (when the speaker is leaving temporarily),exclamation,వెళ్ళి వస్తాను / మళ్ళీ కలుద్దాం / సెలవు,veḷḷi vastānu / maḷḷī kaluddāṁ / selavu,,a2
grandfather (maternal),noun,తాతయ్య / మాతామహుడు,tātayya / mātāmahuḍu,,a2
grandfather (paternal),noun,తాతయ్య / పితామహుడు,tātayya / pitāmahuḍu,,a2
grandmother (maternal),noun,అమ్మమ్మ / మాతామహి,ammamma / mātāmahi,,a2
grandmother (paternal),noun,నాయనమ్మ / పితామహి,nāyanamma / pitāmahi,,a2
"great (excellent, wonderful)",adjective,గొప్ప / అద్భుతమైన / అమోఘమైన,goppa / adbhutamaina / amōghamaina,,a2
"great (general approval, good)",adjective,మంచి / గొప్ప / బాగున్న,maṁci / goppa / bāgunna,,a2
