english_word,word_class,level,verb_transitivity,translation,transliteration
detail,noun,a2,,ब्योरा (m) / विवरण (m) / बारीक़ी (f),byōrā (m) / vivaraṇa (m) / bārīqī (f)
"dialogue (script, film)",noun,a2,,डायलॉग (m) / संवाद (m) / वार्तालाप (m),ḍāyalôg (m) / saṁvād (m) / vārtālāp (m)
dictionary,noun,a2,,डिक्शनरी (f) / शब्दकोश (m) / कोश (m),ḍikśanarī (f) / śabdakōśa (m) / kōśa (m)
diet (restrictive eating plan),noun,a2,,डाइट (f) / परहेज़ (m) / आहार योजना (f),ḍāiṭa (f) / parahēz (m) / āhār yōjanā (f)
difference,noun,a2,,फ़र्क़ (m) / अंतर (m) / भिन्नता (f) / असमानता (f),farq (m) / aṁtar (m) / bhinnatā (f) / asamānatā (f)
dinner,noun,a2,,डिनर (m) / रात का खाना (m) / रात्रि भोजन (m),ḍinar (m) / rāt kā khānā (m) / rātri bhōjan (m)
"dish (plate, container)",noun,a2,,थाली (f) / प्लेट (f) / बर्तन (m),thālī (f) / plēṭa (f) / bartan (m)
dish (prepared food),noun,a2,,खाना (m) / पकवान (m) / व्यंजन (m),khānā (m) / pakavān (m) / vyaṁjan (m)
dog,noun,a2,,कुत्ता (m) / श्वान (m),kuttā (m) / śvān (m)
dollar,noun,a2,,डॉलर (m),ḍôlar (m)
door,noun,a2,,दरवाज़ा (m) / द्वार (m) / किवाड़ (m),daravāzā (m) / dvār (m) / kivāṛa (m)
down,preposition,a2,,नीचे,nīcē
"down (emotionally, sad)",adverb,a2,,उदास / दुखी / मायूस,udās / dukhī / māyūs
downstairs (location),adverb,a2,,नीचे / निचली मंज़िल पर,nīcē / nicalī maṁzil par
dress (clothing),noun,a2,,पोशाक (f) / लिबास (m) / वस्त्र (m),pōśāk (f) / libās (m) / vastr (m)
"dress (clothing, attire)",noun,a2,,पहनावा (m) / पोशाक (f) / वस्त्र (m),pahanāvā (m) / pōśāk (f) / vastr (m)
dress (frock or gown),noun,a2,,ड्रेस (f) / फ्रॉक (f) / गाउन (m) / पोशाक (f),ḍrēs (f) / phrôk (f) / gāun (m) / pōśāk (f)
dress (frock),noun,a2,,फ्रॉक (f) / पोशाक (f) / वस्त्र (m),phrôk (f) / pōśāk (f) / vastr (m)
drink (alcoholic beverage),noun,a2,,शराब (f) / मदिरा (f),śarāb (f) / madirā (f)
"driver (operator of vehicle, colloquial)",noun,a2,,ड्राइवर (m),ḍrāivar (m)
"driver (operator of vehicle, formal)",noun,a2,,चालक (m) / वाहन चालक (m),cālak (m) / vāhan cālak (m)
during (the period of time),preposition,a2,,के दौरान / के समय / भर,kē daurān / kē samay / bhar
dvd,noun,a2,,डीवीडी (f),ḍīvīḍī (f)
"each (as a determiner, e.g., each day)",determiner,a2,,हर / प्रत्येक,har / pratyēk
"each (each one, individually)",adverb,a2,,हर एक / प्रत्येक,har ēk / pratyēk
"each (each one, individually, for people)",pronoun,a2,,हर कोई / हर एक / प्रत्येक व्यक्ति,har kōī / har ēk / pratyēk vyakti
each (one per person/item),pronoun,a2,,एक एक / प्रति,ēk ēk / prati
each (per unit),pronoun,a2,,हर एक / प्रत्येक,har ēk / pratyēk
each (per unit/for each one),determiner,a2,,हर / प्रत्येक,har / pratyēk
ear,noun,a2,,कान (m) / श्रवणेंद्रिय (f),kān (m) / śravaṇēṁdriy (f)
early,adverb,a2,,जल्दी / सवेरे / शीघ्र,jaldī / savērē / śīghr
"early (historical, primitive)",adjective,a2,,प्रारंभिक / प्राचीन / आदिकालीन,prāraṁbhik / prācīn / ādikālīn
early (initial or primitive),adjective,a2,,शुरुआती / प्रारंभिक / आदिम,śuruātī / prāraṁbhik / ādim
early morning,noun,a2,,सुबह (f) / भोर (f) / प्रभात (m),subah (f) / bhōr (f) / prabhāt (m)
east,noun,a2,,पूरब (m) / पूर्व (m),pūrab (m) / pūrv (m)
"east (adverbially, towards)",adverb,a2,,पूरब की ओर / पूर्व दिशा में,pūrab kī ōr / pūrv diśā mēṁ
east (eastern),adjective,a2,,पूर्वी / प्राच्य,pūrvī / prācy
east (moving toward the direction),adverb,a2,,पूरब की ओर / पूर्व दिशा में,pūrab kī ōr / pūrv diśā mēṁ
east (the direction),adverb,a2,,पूरब / पूर्व,pūrab / pūrv
"east (the direction, adj.)",adjective,a2,,पूर्वी / पूरबी,pūrvī / pūrabī
"east (the direction, noun)",noun,a2,,पूरब (m) / पूर्व (m),pūrab (m) / pūrv (m)
eastern,adjective,a2,,पूर्वी / पूरबी,pūrvī / pūrabī
easy (simple or straightforward nature),adjective,a2,,आसान / सरल / सुगम,āsān / saral / sugam
easy (simple or straightforward),adjective,a2,,आसान / सरल / सुगम,āsān / saral / sugam
eatery (simple dining place),noun,a2,,ढाबा (m) / भोजनालय (m),ḍhābā (m) / bhōjanālay (m)
egg,noun,a2,,अंडा (m),aṁḍā (m)
eight,number,a2,,आठ,āṭh
eighteen,number,a2,,अठारह,aṭhārah
eighty,number,a2,,अस्सी,assī
elephant,noun,a2,,हाथी (m) / गज (m),hāthī (m) / gaj (m)
eleven,number,a2,,ग्यारह,gyārah
else (other or additional),adverb,a2,,और / दूसरा / अन्य,aur / dūsarā / any
else (otherwise),adverb,a2,,वरना / नहीं तो / अन्यथा,varanā / nahīṁ tō / anyathā
"end (conclusion, finish)",noun,a2,,ख़त्म (m) / अंत (m) / समाप्ति (f),k͟hatm (m) / aṁt (m) / samāpti (f)
"end (physical extremity, tip)",noun,a2,,सिरा (m) / छोर (m) / नोक (f),sirā (m) / chōr (m) / nōk (f)
enough,adverb,a2,,काफ़ी / पर्याप्त / बस,kāfī / paryāpt / bas
enough (a sufficient quantity),pronoun,a2,,काफ़ी / पर्याप्त मात्रा / यथेष्ट,kāfī / paryāpt mātrā / yathēṣṭa
"enough (stop, that is sufficient)",pronoun,a2,,बस (m) / काफ़ी (m) / पर्याप्त (m),bas (m) / kāfī (m) / paryāpt (m)
"enough! (stop, that's sufficient)",determiner,a2,,बस / काफ़ी,bas / kāfī
euro,noun,a2,,यूरो (m),yūrō (m)
"even (more, better)",adverb,a2,,और भी / भी,aur bhī / bhī
even (unexpectedly),adverb,a2,,भी / यहाँ तक कि,bhī / yahām̐ tak ki
"evening (common, colloquial)",noun,a2,,शाम (f),śām (f)
"evening (formal, dusk)",noun,a2,,संध्या (f) / सायंकाल (m),saṁdhyā (f) / sāyaṁkāl (m)
event (happening),noun,a2,,घटना (f) / वाक़या (m),ghaṭanā (f) / vāqayā (m)
event (planned function),noun,a2,,कार्यक्रम (m) / समारोह (m) / आयोजन (m),kāryakram (m) / samārōh (m) / āyōjan (m)
ever (always),adverb,a2,,हमेशा / सदा,hamēśā / sadā
ever (at any time),adverb,a2,,कभी / किसी भी समय,kabhī / kisī bhī samay
every,determiner,a2,,हर / प्रत्येक,har / pratyēk
everybody,pronoun,a2,,सब लोग / हर कोई / प्रत्येक व्यक्ति,sab lōg / har kōī / pratyēk vyakti
everyone,pronoun,a2,,हर कोई / सब / प्रत्येक,har kōī / sab / pratyēk
"everything (colloquial, spoken)",pronoun,a2,,सब कुछ,sab kuch
"everything (standard, complete)",pronoun,a2,,सब कुछ / हर चीज़ / समस्त,sab kuch / har cīz / samast
"exam (test, quiz)",noun,a2,,इम्तिहान (m) / परीक्षा (f) / टेस्ट (m),imtihān (m) / parīkṣā (f) / ṭēsṭa (m)
"example (instance, illustration)",noun,a2,,मिसाल (f) / उदाहरण (m),misāl (f) / udāharaṇa (m)
"example (model, pattern)",noun,a2,,मिसाल (f) / नमूना (m) / आदर्श (m),misāl (f) / namūnā (m) / ādarśa (m)
excited (eagerly anticipating),adjective,a2,,उत्साहित / उत्सुक / जोश में,utsāhit / utsuk / jōśa mēṁ
"exciting (interesting, inspiring)",adjective,a2,,दिलचस्प / प्रेरणादायक / उत्साहवर्धक,dilacasp / prēraṇādāyak / utsāhavardhak
"exciting (thrilling, adventurous)",adjective,a2,,रोमांचक / उत्तेजक / साहसिक,rōmāṁcak / uttējak / sāhasik
exercise (physical activity),noun,a2,,कसरत (f) / व्यायाम (m),kasarat (f) / vyāyām (m)
exercise (practice problem),noun,a2,,अभ्यास (m) / प्रश्न (m),abhyās (m) / praśn (m)
expensive,adjective,a2,,महँगा / क़ीमती,maham̐gā / qīmatī
extra,adjective,a2,,ज़्यादा / अतिरिक्त / फ़ालतू,zyādā / atirikt / fālatū
eye,noun,a2,,आँख (f) / नयन (m) / चक्षु (m),ām̐kh (f) / nayan (m) / cakṣu (m)
fact,noun,a2,,सच (m) / हक़ीक़त (f) / तथ्य (m),sac (m) / haqīqat (f) / tathy (m)
false (not true),adjective,a2,,ग़लत / झूठा / असत्य,ġalat / jhūṭhā / asaty
family,noun,a2,,परिवार (m) / कुटुंब (m) / ख़ानदान (m),parivār (m) / kuṭuṁb (m) / k͟hānadān (m)
fantastic (excellent),adjective,a2,,शानदार / बढ़िया / ज़बरदस्त / उत्कृष्ट,śānadār / baṛhiyā / zabaradast / utkr̥ṣṭa
far (extent or degree),adverb,a2,,दूर तक / बहुत / काफ़ी,dūr tak / bahut / kāfī
farm,noun,a2,,खेत (m) / फ़ार्म (m) / कृषि-भूमि (f),khēt (m) / fārm (m) / kr̥ṣi-bhūmi (f)
farmer,noun,a2,,किसान (m) / खेतिहर (m),kisān (m) / khētihar (m)
farmer (formal),noun,a2,,कृषक (m) / अन्नदाता (m),kr̥ṣak (m) / annadātā (m)
fast (securely fixed),adjective,a2,,मज़बूत / पक्का / दृढ़,mazabūt / pakkā / dr̥ṛh
"fast (speedy, rapid)",adverb,a2,,तेज़ी से / जल्दी से / शीघ्रता से,tēzī sē / jaldī sē / śīghratā sē
father (colloquial),noun,a2,,पापा (m) / अब्बू (m) / बापू (m),pāpā (m) / abbū (m) / bāpū (m)
father (formal),noun,a2,,पिता (m) / जनक (m) / तात (m),pitā (m) / janak (m) / tāt (m)
"father (formal, biological)",noun,a2,,पिता (m) / जनक (m) / पितृ (m),pitā (m) / janak (m) / pitr̥ (m)
favourite,noun,a2,,पसंदीदा (m/f) / प्रिय (m/f),pasaṁdīdā (m/f) / priy (m/f)
february,noun,a2,,फ़रवरी (f),faravarī (f)
feeding,noun,a2,,खिलाना (m) / भोजन कराना (m),khilānā (m) / bhōjan karānā (m)
"feeling (emotion, sentiment)",noun,a2,,एहसास (m) / भावना (f) / जज़्बा (m),ēhasās (m) / bhāvanā (f) / jazbā (m)
feeling (physical sensation),noun,a2,,एहसास (m) / संवेदना (f) / अनुभूति (f),ēhasās (m) / saṁvēdanā (f) / anubhūti (f)
few,determiner,a2,,कुछ / थोड़े,kuch / thōṛē
"few (a small number, 'a few')",pronoun,a2,,कुछ / थोड़े से,kuch / thōṛē sē
"few (negative, scarcity)",adjective,a2,,कम / बहुत कम / न के बराबर,kam / bahut kam / n kē barābar
fifteen,number,a2,,पंद्रह,paṁdrah
fifth,ordinal number,a2,,पाँचवाँ,pām̐cavām̐
fifty,number,a2,,पचास,pacās
film (movie),noun,a2,,फ़िल्म (f) / सिनेमा (m) / चलचित्र (m),film (f) / sinēmā (m) / calacitr (m)
film (thin layer),noun,a2,,परत (f) / झिल्ली (f) / तह (f),parat (f) / jhillī (f) / tah (f)
"final (exam, match)",adjective,a2,,आख़िरी / अंतिम / निर्णायक,āk͟hirī / aṁtim / nirṇāyak
"fine (thin, granular)",adjective,a2,,बारीक / महीन / सूक्ष्म,bārīk / mahīn / sūkṣm
fire,noun,a2,,आग (f) / अग्नि (f) / अनल (m),āg (f) / agni (f) / anal (m)
"first (at first, initially)",adverb,a2,,पहले / शुरू में / आरंभ में,pahalē / śurū mēṁ / āraṁbh mēṁ
"first (initially, at the start)",adverb,a2,,पहले / शुरू में / सर्वप्रथम,pahalē / śurū mēṁ / sarvapratham
"first (initially, before starting)",determiner,a2,,सबसे पहले / शुरू करने से पहले / आरंभ में,sabasē pahalē / śurū karanē sē pahalē / āraṁbh mēṁ
first (ordinal number),determiner,a2,,पहला (m) / पहली (f) / प्रथम (m/f),pahalā (m) / pahalī (f) / pratham (m/f)
fish,noun,a2,,मछली (f),machalī (f)
flat,noun,a2,,समतल (m) / सपाट (m),samatal (m) / sapāṭa (m)
flat (apartment),noun,a2,,फ़्लैट (m) / अपार्टमेंट (m),flaiṭa (m) / apārṭamēṁṭa (m)
flight (act of flying),noun,a2,,उड़ान (f) / उड़ना (n),uṛān (f) / uṛanā (n)
flight (airplane journey),noun,a2,,फ़्लाइट (f) / उड़ान (f) / हवाई यात्रा (f),flāiṭa (f) / uṛān (f) / havāī yātrā (f)
floor (story of a building),noun,a2,,मंज़िल (f) / तल (m),maṁzil (f) / tal (m)
floor (surface of a room),noun,a2,,फ़र्श (m) / ज़मीन (f),farśa (m) / zamīn (f)
flower,noun,a2,,फूल (m) / पुष्प (m) / सुमन (m),phūl (m) / puṣp (m) / suman (m)
"food (meal, main course)",noun,a2,,खाना (m) / भोजन (m) / आहार (m),khānā (m) / bhōjan (m) / āhār (m)
food (sustenance),noun,a2,,भोजन (m) / आहार (m) / ख़ुराक (f),bhōjan (m) / āhār (m) / k͟hurāk (f)
foot (base of object),noun,a2,,तल (m) / आधार (m) / निचला हिस्सा (m),tal (m) / ādhār (m) / nicalā hissā (m)
