english_word,word_class,level,verb_transitivity,translation,transliteration
"company (companionship, guests)",noun,a1,,سوہَبَتَ (f) / سَاتھَ (m) / میہَمَانَ (m),sōhabat (f) / sāth (m) / mēhamān (m)
"complete (total, entire)",adjective,a1,,پُورَا / مُکَمَّلَ / کَامِلَ,pūrā / mukammal / kāmil
computer,noun,a1,,کَن٘پْیُوٹَرَ (m) / شُمَارَن٘دَا (m),kaṁpyūṭar (m) / śumāraṁdā (m)
concert,noun,a1,,کَانْسَرْٹَ (m) / مَہَفِلَ-اے-مَوسِیقِی (f),kônsarṭa (m) / mahafil-ē-mausīqī (f)
conversation (casual chat),noun,a1,,بَاتَ (f) / بَاتَچِیتَ (f) / گُفْتَگُو (f) / مُکَالَمَا (m),bāt (f) / bātacīt (f) / guftagū (f) / mukālamā (m)
cooking,noun,a1,,کھَانَا پَکَانَا (m) / بَاوَرْچِیگِرِی (f) / پَاکَ-کَلَا (f),khānā pakānā (m) / bāvarcīgirī (f) / pāk-kalā (f)
cool (moderately cold),adjective,a1,,ٹھَن٘ڈَا / سَرْدَ,ṭhaṁḍā / sard
correct,adjective,a1,,سَہِی / ٹھِیکَ / دُرُسْتَ,sahī / ṭhīk / durust
"cost (expenditure, expense)",noun,a1,,خَرْچَ (m) / لَاگَتَ (f) / سَرَفَا (m),k͟harc (m) / lāgat (f) / sarafā (m)
"cost (price, monetary value)",noun,a1,,قِیمَتَ (f) / دَامَ (m) / مولَ (m),qīmat (f) / dām (m) / mōl (m)
could (past ability),modal verb,a1,,سَکَنَا,sakanā
could (polite request),modal verb,a1,,سَکَنَا / پَانَا,sakanā / pānā
could (possibility),modal verb,a1,,سَکَنَا / ہونَا,sakanā / hōnā
country (nation),noun,a1,,مُلْکَ (m) / دیشَ (m) / وَتَنَ (m),mulk (m) / dēśa (m) / vatan (m)
country (rural area),noun,a1,,دیہَاتَ (m) / گَان٘وَ (m) / قَسْبَا (m),dēhāt (m) / gām̐v (m) / qasbā (m)
course (meal),noun,a1,,ڈِشَ (f) / وْیَن٘جَنَ (m) / پَکَوَانَ (m),ḍiśa (f) / vyaṁjan (m) / pakavān (m)
course (of study),noun,a1,,کورْسَ (m) / نِسَابَ (m) / پَاٹھْیَکْرَمَ (m),kōrs (m) / nisā̈b (m) / pāṭhyakram (m)
"cousin (female, parallel cousin)",noun,a1,,چَچیرِی بَہَنَ (f) / مَمیرِی بَہَنَ (f),cacērī bahan (f) / mamērī bahan (f)
"cousin (male, parallel cousin)",noun,a1,,چَچیرَا بھَائِی (m) / مَمیرَا بھَائِی (m),cacērā bhāī (m) / mamērā bhāī (m)
cow,noun,a1,,گَایَ (f) / گَو (f),gāy (f) / gau (f)
cream (lotion or ointment),noun,a1,,کْرِیمَ (f) / مَلَہَمَ (m) / مَرَہَمَ (m),krīm (f) / malaham (m) / maraham (m)
culture,noun,a1,,تَہَزِیبَ (f) / سَفَاقَتَ (f) / سَن٘سْکْرِتِ (f),tahazīb (f) / safāqat (f) / saṁskr̥ti (f)
cup,noun,a1,,کَپَ (m) / پْیَالَا (m),kap (m) / pyālā (m)
cup (loanword),noun,a1,,کَپَ (m),kap (m)
customer,noun,a1,,گْرَاہَکَ (m) / خَرِیدَارَ (m) / مُشْتَءاَرِی (m),grāhak (m) / k͟harīdār (m) / muśtaarī (m)
cycle (vehicle),noun,a1,,سَائِکِلَ (f),sāikil (f)
dad,noun,a1,,اَبَّا (m) / وَالِدَ (m) / بَابَا (m),abbā (m) / vālid (m) / bābā (m)
dad (common spoken),noun,a1,,اَبَّا (m) / بَابَا (m),abbā (m) / bābā (m)
dancer (female),noun,a1,,نَرْتَکِی (f) / رَقَاسَا (f),nartakī (f) / raqāsā (f)
dancer (male),noun,a1,,نَرْتَکَ (m) / رَقَّاسَ (m),nartak (m) / raqqās (m)
dancing (general act),noun,a1,,نَاچَنَا (m) / رَقْسَ (m),nācanā (m) / raqs (m)
"dancing (performance, classical)",noun,a1,,رَقْسَ (m) / شَاسْتْرِییَ رَقْسَ (m),raqs (m) / śāstrīy raqs (m)
dangerous,adjective,a1,,خَتَرَنَاکَ / خَتَرَنَاکَ,k͟hataranāk / k͟hataranāk
dark (deep in color),adjective,a1,,گَہَرَا / گَاڑھَا,gaharā / gāṛhā
date (calendar time),noun,a1,,تَارِیخَ (f) / دِنَان٘کَ (f),tārīk͟h (f) / dināṁk (f)
date (fruit),noun,a1,,کھَجُورَ (m),khajūr (m)
daughter,noun,a1,,بیٹِی (f) / دُکھْتَرَ (f),bēṭī (f) / dukhtar (f)
day (24-hour period),noun,a1,,دِنَ (m) / یَومَ (m),din (m) / yaum (m)
"day (daytime, light period)",noun,a1,,دِنَ (m) / دِنَ کَا وَقْتَ (m),din (m) / din kā vaqt (m)
"dear (addressing someone in speech, writing)",adjective,a1,,پْیَارے / اَزِیزَ / موہَتَرَمَ,pyārē / azīz / mōhataram
dear (beloved),adjective,a1,,پْیَارَا / مَہَبُوبَ / اَزِیزَ,pyārā / mahabūb / azīz
december,noun,a1,,دِسَن٘بَرَ (m),disaṁbar (m)
decision (common choice),noun,a1,,فَیسَلَا (m) / قَرَارَ (m),faisalā (m) / qarār (m)
description,noun,a1,,تَفَسِیلَ (f) / بَیَانَ (m) / وَجَاہَتَ (f),tafasīl (f) / bayān (m) / vajāhat (f)
"design (pattern, style)",noun,a1,,ڈِزَائِنَ (m) / نَقْشَ (m) / اَن٘دَازَ (m) / تَرَزَ (f),ḍizāin (m) / naqśa (m) / aṁdāz (m) / taraz (f)
"design (plan, structure)",noun,a1,,خَاکَا (m) / مَن٘سُوبَا (m) / سَاخْتَ (f) / تَرْزَ-اے-تَامِیرَ (f),k͟hākā (m) / maṁsūbā (m) / sāk͟ht (f) / tarz-ē-tāmīr (f)
desk,noun,a1,,ڈیسْکَ (m) / میزَ (f),ḍēsk (m) / mēz (f)
detail,noun,a1,,تَفَسِیلَ (f) / بْیورَا (m) / جُزْوِیَاتَ (f) / بَارِیقِی (f),tafasīl (f) / byōrā (m) / juzviyāt (f) / bārīqī (f)
"dialogue (script, film)",noun,a1,,مُکَالَمَا (m) / گُفْتَگُو (f) / بَاتَچِیتَ (f),mukālamā (m) / guftagū (f) / bātacīt (f)
dictionary,noun,a1,,لُغَتَ (f) / فَرْہَن٘گَ (f),luġat (f) / farhaṁg (f)
diet (restrictive eating plan),noun,a1,,پَرَہیزَ (m) / ڈَائِٹَ (f) / تَرْزَ-اے-غِزَا (f),parahēz (m) / ḍāiṭa (f) / tarz-ē-ġizā (f)
difference,noun,a1,,فَرْقَ (m) / اِخْتِلَافَ (m) / تَفَاوُتَ (m),farq (m) / ik͟htilāf (m) / tafāvut (m)
dinner,noun,a1,,رَاتَ کَا کھَانَا (m) / ڈِنَرَ (m) / اَشِیَا (f),rāt kā khānā (m) / ḍinar (m) / aśiyā (f)
"dish (plate, container)",noun,a1,,تھَالِی (f) / پْلیٹَ (f) / رَکَابِی (f) / بَرْتَنَ (m),thālī (f) / plēṭa (f) / rakābī (f) / bartan (m)
dish (prepared food),noun,a1,,کھَانَا (m) / پَکَوَانَ (m) / خُرَاکَ (f) / غِزَا (f),khānā (m) / pakavān (m) / k͟hurāk (f) / ġizā (f)
dog,noun,a1,,کُتَّا (m) / سَگَا (m) / کَلْبَ (m),kuttā (m) / sagā (m) / kalb (m)
dollar,noun,a1,,ڈَالَرَ (m),ḍôlar (m)
door,noun,a1,,دَرَوَازَا (m) / دَرَ (m),daravāzā (m) / dar (m)
down,preposition,a1,,نِیچے / زیرَ,nīcē / zēr
"down (emotionally, sad)",adverb,a1,,اُدَاسَ / مَایُوسَ / غَمَگِینَ,udās / māyūs / ġamagīn
downstairs (location),adverb,a1,,نِیچے / زیریں مَن٘زِلَ پَرَ,nīcē / zērēṁ maṁzil par
dress (clothing),noun,a1,,لِبَاسَ (m) / پوشَاکَ (f) / پَیرَہَنَ (m),libās (m) / pōśāk (f) / pairahan (m)
"dress (clothing, attire)",noun,a1,,لِبَاسَ (m) / پَہَنَاوَا (m) / پوشَاکَ (f),libās (m) / pahanāvā (m) / pōśāk (f)
dress (frock or gown),noun,a1,,ڈْریسَ (f) / پھْرَاکَ (f) / گَاؤُنَ (m) / لِبَاسَ (m),ḍrēs (f) / phrôk (f) / gāun (m) / libās (m)
dress (frock),noun,a1,,پھْرَاکَ (f) / لِبَاسَ (m) / پوشَاکَ (f),phrôk (f) / libās (m) / pōśāk (f)
drink (alcoholic beverage),noun,a1,,شَرَابَ (f) / مَیَ (f) / نَشَا (m),śarāb (f) / may (f) / naśā (m)
"driver (operator of vehicle, colloquial)",noun,a1,,ڈْرَائِوَرَ (m) / گَاڑِیوَانَ (m),ḍrāivar (m) / gāṛīvān (m)
"driver (operator of vehicle, formal)",noun,a1,,ڈْرَائِوَرَ (m) / چَالَکَ (m),ḍrāivar (m) / cālak (m)
during (the period of time),preposition,a1,,کے دَورَانَ / کے وَقْتَ / کے زَمَانے میں,kē daurān / kē vaqt / kē zamānē mēṁ
dvd,noun,a1,,ڈِیوِیڈِی (f),ḍīvīḍī (f)
"each (as a determiner, e.g., each day)",determiner,a1,,ہَرَ / ہَرَ ایکَ,har / har ēk
"each (each one, individually)",adverb,a1,,ہَرَ ایکَ / ایکَ ایکَ,har ēk / ēk ēk
"each (each one, individually, for people)",pronoun,a1,,ہَرَ کوئِی / ہَرَ ایکَ / ہَرَ شَخْسَ,har kōī / har ēk / har śak͟hs
each (one per person/item),pronoun,a1,,ایکَ ایکَ / فِی,ēk ēk / fī
each (per unit),pronoun,a1,,ہَرَ ایکَ / ہَرَ کوئِی,har ēk / har kōī
each (per unit/for each one),determiner,a1,,ہَرَ / ہَرَ ایکَ,har / har ēk
ear,noun,a1,,کَانَ (m) / گوشَ (m),kān (m) / gōśa (m)
early,adverb,a1,,جَلْدِی / سَویرے / بَوَقْتَ,jaldī / savērē / bavaqt
"early (historical, primitive)",adjective,a1,,اِبْتِدَائِی / قَدِیمَ / اَوَّلِینَ,ibtidāī / qadīm / avvalīn
early (initial or primitive),adjective,a1,,شُرُءآتِی / اِبْتِدَائِی / اَوَّلِینَ,śuruātī / ibtidāī / avvalīn
early morning,noun,a1,,سُبَہَ (f) / فَجْرَ (f) / سَہَرَ (f),subah (f) / fajr (f) / sahar (f)
east,noun,a1,,پُورَبَ (m) / مَشْرِقَ (m),pūrab (m) / maśriq (m)
"east (adverbially, towards)",adverb,a1,,پُورَبَ کِی تَرَفَ / مَشْرِقَ کِی جَانِبَ,pūrab kī taraf / maśriq kī jānib
east (eastern),adjective,a1,,پُورْوِی / مَشْرِقِی,pūrvī / maśriqī
east (moving toward the direction),adverb,a1,,پُورَبَ کِی تَرَفَ / مَشْرِقَ کِی جَانِبَ,pūrab kī taraf / maśriq kī jānib
east (the direction),adverb,a1,,پُورَبَ / مَشْرِقَ,pūrab / maśriq
"east (the direction, adj.)",adjective,a1,,پُورْوِی / مَشْرِقِی,pūrvī / maśriqī
"east (the direction, noun)",noun,a1,,پُورَبَ (m) / مَشْرِقَ (m),pūrab (m) / maśriq (m)
eastern,adjective,a1,,پُورْوِی / مَشْرِقِی,pūrvī / maśriqī
easy (simple or straightforward nature),adjective,a1,,آسَانَ / سَہَلَ,āsān / sahal
easy (simple or straightforward),adjective,a1,,آسَانَ / سَہَلَ,āsān / sahal
eatery (simple dining place),noun,a1,,ڈھَابَا (m) / ہوٹَلَ (m),ḍhābā (m) / hōṭal (m)
egg,noun,a1,,اَن٘ڈَا (m) / بَیزَا (m),aṁḍā (m) / baizā (m)
eight,number,a1,,آٹھَ,āṭh
eighteen,number,a1,,اَٹھَارَہَ,aṭhārah
eighty,number,a1,,اَسِّی,assī
elephant,noun,a1,,ہَاتھِی (m) / فِیلَ (m),hāthī (m) / fīl (m)
eleven,number,a1,,گْیَارَہَ,gyārah
else (other or additional),adverb,a1,,اَورَ / دِیگَرَ / دُوسَرَا,aur / dīgar / dūsarā
else (otherwise),adverb,a1,,وَرَنَا / وَگَرْنَا / نَہِیں تو,varanā / vagarnā / nahīṁ tō
"end (conclusion, finish)",noun,a1,,خَتْمَ (m) / اِخْتِتَامَ (m) / اَن٘جَامَ (m),k͟hatm (m) / ik͟htitām (m) / aṁjām (m)
"end (physical extremity, tip)",noun,a1,,سِرَا (m) / نوکَ (f) / کِنَارَا (m),sirā (m) / nōk (f) / kinārā (m)
enough,adverb,a1,,کَافِی / بَسَ / وَافِی,kāfī / bas / vāfī
enough (a sufficient quantity),pronoun,a1,,کَافِی / وَافِی مِقَدَارَ / بَقَدْرَ-اے-کَفَایَتَ,kāfī / vāfī miqadār / baqadr-ē-kafāyat
"enough (stop, that is sufficient)",pronoun,a1,,بَسَ (m) / کَافِی (m) / وَافِی (m),bas (m) / kāfī (m) / vāfī (m)
"enough! (stop, that's sufficient)",determiner,a1,,بَسَ / کَافِی,bas / kāfī
euro,noun,a1,,یُورو (m),yūrō (m)
"even (more, better)",adverb,a1,,اَورَ بھِی / بھِی / بَلْکِ,aur bhī / bhī / balki
even (unexpectedly),adverb,a1,,بھِی / یَہَاں تَکَ کِ / ہَتَّا کِ,bhī / yahām̐ tak ki / hattā ki
"evening (common, colloquial)",noun,a1,,شَامَ (f),śām (f)
"evening (formal, dusk)",noun,a1,,شَامَ (f) / غُرُوبَ (m),śām (f) / ġurūb (m)
event (happening),noun,a1,,وَاقَیَا (m) / ہَادَسَا (m),vāqayā (m) / hādasā (m)
event (planned function),noun,a1,,تَقَرِیبَ (f) / پْروگْرَامَ (m) / جَلَسَا (m),taqarīb (f) / prōgrām (m) / jalasā (m)
ever (always),adverb,a1,,ہَمیشَا / ہَرَدَمَ,hamēśā / haradam
ever (at any time),adverb,a1,,کَبھِی / کِسِی بھِی وَقْتَ,kabhī / kisī bhī vaqt
every,determiner,a1,,ہَرَ / ہَرَ ایکَ,har / har ēk
everybody,pronoun,a1,,سَبَ لوگَ / ہَرَ کوئِی / ہَرَ شَخْسَ,sab lōg / har kōī / har śak͟hs
everyone,pronoun,a1,,ہَرَ کوئِی / سَبَ / ہَرَ ایکَ,har kōī / sab / har ēk
"everything (colloquial, spoken)",pronoun,a1,,سَبَ کُچھَ,sab kuch
"everything (standard, complete)",pronoun,a1,,سَبَ کُچھَ / ہَرَ چِیزَ / کُلَ,sab kuch / har cīz / kul
"exam (test, quiz)",noun,a1,,اِمْتِہَانَ (m) / آزَمَائِشَ (f) / ٹیسْٹَ (m),imtihān (m) / āzamāiśa (f) / ṭēsṭa (m)
"example (instance, illustration)",noun,a1,,مِسَالَ (f) / نَزِیرَ (f),misāl (f) / nazīr (f)
"example (model, pattern)",noun,a1,,مِسَالَ (f) / نَمُونَا (m) / اُسُولَ (m),misāl (f) / namūnā (m) / usūl (m)
excited (eagerly anticipating),adjective,a1,,پُرَجوشَ / بیتَابَ / مُتَہَرِّکَ,purajōśa / bētāb / mutaharrik
"exciting (interesting, inspiring)",adjective,a1,,دِلَچَسْپَ / پْریرَکَ / پُرَ-اَسَرَ,dilacasp / prērak / pur-asar
"exciting (thrilling, adventurous)",adjective,a1,,رومَان٘چَکَ / پُرَجوشَ / ہَیرَتَ-اَن٘گیزَ,rōmāṁcak / purajōśa / hairat-aṁgēz
exercise (physical activity),noun,a1,,کَسَرَتَ (f) / وَرْزِشَ (f),kasarat (f) / varziśa (f)
exercise (practice problem),noun,a1,,مَشَقَ (m) / تَمَرِینَ (f),maśaq (m) / tamarīn (f)
expensive,adjective,a1,,مَہَن٘گَا / قِیمَتِی / گَرَاں,maham̐gā / qīmatī / garām̐
extra,adjective,a1,,زْیَادَا / اِزَافِی / فَالَتُو,zyādā / izāfī / fālatū
eye,noun,a1,,آن٘کھَ (f) / چَشْمَ (f) / دِیدَا (m),ām̐kh (f) / caśm (f) / dīdā (m)
fact,noun,a1,,ہَقِیقَتَ (f) / وَاقِیَا (m) / سَچَّائِی (f),haqīqat (f) / vāqiyā (m) / saccāī (f)
false (not true),adjective,a1,,غَلَتَ / جھُوٹھَا / بَاتِلَ,ġalat / jhūṭhā / bātil
family,noun,a1,,خَانَدَانَ (m) / کُنَبَا (m) / پَرِوَارَ (m),k͟hānadān (m) / kunabā (m) / parivār (m)
fantastic (excellent),adjective,a1,,شَانَدَارَ / آلَا / بیہَتَرِینَ / زَبَرَدَسْتَ,śānadār / ālā / bēhatarīn / zabaradast
far (extent or degree),adverb,a1,,دُورَ تَکَ / بَہُتَ / کَافِی,dūr tak / bahut / kāfī
farm,noun,a1,,کھیتَ (m) / فَارْمَ (m) / زَمِینَ (f),khēt (m) / fārm (m) / zamīn (f)
farmer,noun,a1,,کِسَانَ (m) / کَاشْتَکَارَ (m),kisān (m) / kāśtakār (m)
farmer (formal),noun,a1,,زَمِین٘دَارَ (m) / کَاشْتَکَارَ (m),zamīṁdār (m) / kāśtakār (m)
fast (securely fixed),adjective,a1,,مَزَبُوتَ / پَکَّا / مُسْتَہَکَمَ,mazabūt / pakkā / mustahakam
"fast (speedy, rapid)",adverb,a1,,تیزِی سے / جَلْدِی سے / فَورَنَ,tēzī sē / jaldī sē / fauran
father (colloquial),noun,a1,,اَبُّو (m) / بَابَا (m),abbū (m) / bābā (m)
father (formal),noun,a1,,وَالِدَ (m) / اَبَّا (m),vālid (m) / abbā (m)
"father (formal, biological)",noun,a1,,وَالِدَ (m) / اَبَّا (m),vālid (m) / abbā (m)
favourite,noun,a1,,پَسَن٘دِیدَا (m/f) / مَہَبُوبَ (m/f) / مَرَغُوبَ (m/f),pasaṁdīdā (m/f) / mahabūb (m/f) / maraġūb (m/f)
february,noun,a1,,فَرَوَرِی (f),faravarī (f)
feeding,noun,a1,,کھِلَانَا (m) / خُرَاکَ دینَا (m),khilānā (m) / k͟hurāk dēnā (m)
"feeling (emotion, sentiment)",noun,a1,,ایہَسَاسَ (m) / جَزْبَا (m) / کَیفِیَتَ (f),ēhasās (m) / jazbā (m) / kaifiyat (f)
feeling (physical sensation),noun,a1,,ایہَسَاسَ (m) / ہِسَ (f) / تَءاَسُّرَ (m),ēhasās (m) / his (f) / taassur (m)
few,determiner,a1,,کُچھَ / چَن٘دَ,kuch / caṁd
"few (a small number, 'a few')",pronoun,a1,,کُچھَ / چَن٘دَ,kuch / caṁd
"few (negative, scarcity)",adjective,a1,,کَمَ / بَہُتَ کَمَ / نَا کے بَرَابَرَ / قَلِیلَ,kam / bahut kam / nā kē barābar / qalīl
fifteen,number,a1,,پَن٘دْرَہَ,paṁdrah
fifth,ordinal number,a1,,پَان٘چَوَاں,pām̐cavām̐
fifty,number,a1,,پَچَاسَ,pacās
film (movie),noun,a1,,فِلْمَ (f) / سِنیمَا (m) / فِلْمِی تَسْوِیرَ (f),film (f) / sinēmā (m) / filmī tasvīr (f)
film (thin layer),noun,a1,,پَرَتَ (f) / جھِلِّی (f) / تَہَ (f),parat (f) / jhillī (f) / tah (f)
"final (exam, match)",adjective,a1,,آخِرِی / اَن٘تِمَ / فَائِنَلَ,āk͟hirī / aṁtim / fāinal
"fine (thin, granular)",adjective,a1,,بَارِیکَ / مَہِینَ / نَفِیسَ,bārīk / mahīn / nafīs
fire,noun,a1,,آگَ (f) / آتِشَ (f) / نَارَ (f),āg (f) / ātiśa (f) / nār (f)
"first (at first, initially)",adverb,a1,,پَہَلے / شُرُو میں / اِبْتِدَا میں,pahalē / śurū mēṁ / ibtidā mēṁ
"first (initially, at the start)",adverb,a1,,پَہَلے / شُرُو میں / اَوَّلَنَ,pahalē / śurū mēṁ / avvalan
"first (initially, before starting)",determiner,a1,,سَبَسے پَہَلے / شُرُو کَرَنے سے پَہَلے / اِبْتِدَا میں,sabasē pahalē / śurū karanē sē pahalē / ibtidā mēṁ
first (ordinal number),determiner,a1,,پَہَلَا (m) / پَہَلِی (f) / اَوَّلَ (m/f),pahalā (m) / pahalī (f) / avval (m/f)
fish,noun,a1,,مَچھَلِی (f),machalī (f)
flat,noun,a1,,سَمَتَلَ (m) / سَپَاٹَ (m) / ہَمَوَارَ (m),samatal (m) / sapāṭa (m) / hamavār (m)
flat (apartment),noun,a1,,فْلَیٹَ (m) / اَپَارْٹَمین٘ٹَ (m),flaiṭa (m) / apārṭamēṁṭa (m)
flight (act of flying),noun,a1,,اُڑَانَ (f) / پَرَوَازَ (f),uṛān (f) / paravāz (f)
flight (airplane journey),noun,a1,,فْلَائِٹَ (f) / اُڑَانَ (f) / ہَوَائِی سَفَرَ (m),flāiṭa (f) / uṛān (f) / havāī safar (m)
