id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
279,dress (frock or gown),noun,a1,nan,డ్రెస్సు / గౌను / ఫ్రాక్,ḍressu / gaunu / phrāk
280,dress (frock),noun,a1,nan,ఫ్రాక్ / డ్రెస్సు,phrāk / ḍressu
281,drink (alcoholic beverage),noun,a1,nan,మద్యం / సారాయి / డ్రింక్,madyaṁ / sārāyi / ḍriṁk
282,"driver (operator of vehicle, colloquial)",noun,a1,nan,డ్రైవరు / సారథి,ḍraivaru / sārathi
283,"driver (operator of vehicle, formal)",noun,a1,nan,డ్రైవరు / సారథి / వాహన చోదకుడు,ḍraivaru / sārathi / vāhana cōdakuḍu
284,during (the period of time),preposition,a1,nan,సమయంలో / కాలంలో / మధ్య,samayaṁlō / kālaṁlō / madhya
285,dvd,noun,a1,nan,డీవీడీ,ḍīvīḍī
286,"each (as a determiner, e.g., each day)",determiner,a1,nan,ప్రతి / ఒక్కొక్క,prati / okkokka
287,"each (each one, individually)",adverb,a1,nan,ఒక్కొక్కటిగా / విడివిడిగా,okkokkaṭigā / viḍiviḍigā
288,"each (each one, individually, for people)",pronoun,a1,nan,ఒక్కొక్కరు / ప్రతి ఒక్కరు,okkokkaru / prati okkaru
289,each (one per person/item),pronoun,a1,nan,ఒక్కొక్కటి / ప్రతి ఒక్కటి,okkokkaṭi / prati okkaṭi
290,each (per unit),pronoun,a1,nan,ఒక్కొక్కటి / ప్రతి యూనిట్,okkokkaṭi / prati yūniṭ
291,each (per unit/for each one),determiner,a1,nan,ప్రతి / ఒక్కొక్క,prati / okkokka
292,ear,noun,a1,nan,చెవి / కర్ణం,cevi / karṇaṁ
293,early,adverb,a1,nan,ముందుగా / త్వరగా / ప్రాతఃకాలంలో,muṁdugā / tvaragā / prātaḥkālaṁlō
294,"early (historical, primitive)",adjective,a1,nan,ప్రాచీన / తొలి / పూర్వ,prācīna / toli / pūrva
295,early (initial or primitive),adjective,a1,nan,తొలి / ప్రాథమిక / ప్రారంభ,toli / prāthamika / prāraṁbha
296,early morning,noun,a1,nan,తెల్లవారుజాము / ప్రాతఃకాలం / ఉదయం,tellavārujāmu / prātaḥkālaṁ / udayaṁ
297,east,noun,a1,nan,తూర్పు / ప్రాచీదిశ,tūrpu / prācīdiśa
298,"east (adverbially, towards)",adverb,a1,nan,తూర్పుగా / తూర్పు దిశగా,tūrpugā / tūrpu diśagā
299,east (eastern),adjective,a1,nan,తూర్పు / ప్రాచ్య,tūrpu / prācya
300,east (moving toward the direction),adverb,a1,nan,తూర్పుగా / తూర్పువైపు,tūrpugā / tūrpuvaipu
301,east (the direction),adverb,a1,nan,తూర్పున,tūrpuna
302,"east (the direction, adj.)",adjective,a1,nan,తూర్పు,tūrpu
303,"east (the direction, noun)",noun,a1,nan,తూర్పు / ప్రాగ్దిశ,tūrpu / prāgdiśa
304,eastern,adjective,a1,nan,తూర్పు / ప్రాచ్య,tūrpu / prācya
305,easy (simple or straightforward nature),adjective,a1,nan,సులభం / తేలిక / సులువు,sulabhaṁ / tēlika / suluvu
306,easy (simple or straightforward),adjective,a1,nan,సులభం / తేలిక / సులువు,sulabhaṁ / tēlika / suluvu
307,eatery (simple dining place),noun,a1,nan,హోటల్ / భోజనశాల,hōṭal / bhōjanaśāla
308,egg,noun,a1,nan,గుడ్డు / అండం,guḍḍu / aṁḍaṁ
309,eight,number,a1,nan,ఎనిమిది,enimidi
310,eighteen,number,a1,nan,పద్దెనిమిది,paddenimidi
311,eighty,number,a1,nan,ఎనభై,enabhai
312,elephant,noun,a1,nan,ఏనుగు / గజము,ēnugu / gajamu
313,eleven,number,a1,nan,పదకొండు,padakoṁḍu
314,else (other or additional),adverb,a1,nan,ఇంకేమైనా / వేరే,iṁkēmainā / vērē
315,else (otherwise),adverb,a1,nan,లేకపోతే,lēkapōtē
316,"end (conclusion, finish)",noun,a1,nan,ముగింపు / అంతం / సమాప్తి,mugiṁpu / aṁtaṁ / samāpti
317,"end (physical extremity, tip)",noun,a1,nan,చివర / కొన,civara / kona
318,enough,adverb,a1,nan,సరిపోవునంత / చాలునంత,saripōvunaṁta / cālunaṁta
319,enough (a sufficient quantity),pronoun,a1,nan,సరిపడా / చాలు,saripaḍā / cālu
320,"enough (stop, that is sufficient)",pronoun,a1,nan,చాలు / ఆపు,cālu / āpu
321,"enough! (stop, that's sufficient)",determiner,a1,nan,చాలు! / ఆపు!,cālu! / āpu!
322,euro,noun,a1,nan,యూరో,yūrō
323,"even (more, better)",adverb,a1,nan,ఇంకా / మరీ,iṁkā / marī
324,even (unexpectedly),adverb,a1,nan,కూడా / సైతం,kūḍā / saitaṁ
325,"evening (common, colloquial)",noun,a1,nan,సాయంత్రం / పొద్దున,sāyaṁtraṁ / podduna
326,"evening (formal, dusk)",noun,a1,nan,సంధ్య / సాయంకాలం,saṁdhya / sāyaṁkālaṁ
327,event (happening),noun,a1,nan,సంఘటన / ఘటన / విషయం,saṁghaṭana / ghaṭana / viṣayaṁ
328,event (planned function),noun,a1,nan,కార్యక్రమం / వేడుక / ఉత్సవం,kāryakramaṁ / vēḍuka / utsavaṁ
329,ever (always),adverb,a1,nan,ఎప్పుడూ / ఎల్లప్పుడూ / సదా,eppuḍū / ellappuḍū / sadā
330,ever (at any time),adverb,a1,nan,ఎప్పుడైనా / ఏ సమయంలోనైనా,eppuḍainā / ē samayaṁlōnainā
331,every,determiner,a1,nan,ప్రతి,prati
332,everybody,pronoun,a1,nan,అందరూ / ప్రతి ఒక్కరూ,aṁdarū / prati okkarū
333,everyone,pronoun,a1,nan,అందరూ / ప్రతి ఒక్కరూ,aṁdarū / prati okkarū
334,"everything (colloquial, spoken)",pronoun,a1,nan,అంతా,aṁtā
335,"everything (standard, complete)",pronoun,a1,nan,అంతా / సర్వం / సమస్తం,aṁtā / sarvaṁ / samastaṁ
336,"exam (test, quiz)",noun,a1,nan,పరీక్ష / టెస్ట్,parīkṣa / ṭesṭ
337,"example (instance, illustration)",noun,a1,nan,ఉదాహరణ / దృష్టాంతం,udāharaṇa / dr̥ṣṭāṁtaṁ
338,"example (model, pattern)",noun,a1,nan,మాదిరి / నమూనా / ఆదర్శం,mādiri / namūnā / ādarśaṁ
339,excited (eagerly anticipating),adjective,a1,nan,ఉత్సాహభరితమైన / ఆతృతగా ఉన్న,utsāhabharitamaina / ātr̥tagā unna
340,"exciting (interesting, inspiring)",adjective,a1,nan,ఆసక్తికరమైన / ఉత్తేజకరమైన,āsaktikaramaina / uttējakaramaina
341,"exciting (thrilling, adventurous)",adjective,a1,nan,ఉత్కంఠభరితమైన / సాహసోపేతమైన,utkaṁṭhabharitamaina / sāhasōpētamaina
342,exercise (physical activity),noun,a1,nan,వ్యాయామం / కసరత్తు,vyāyāmaṁ / kasarattu
343,exercise (practice problem),noun,a1,nan,అభ్యాసం / లెక్క,abhyāsaṁ / lekka
344,expensive,adjective,a1,nan,ఖరీదైన / అధిక ధర గల / విలువైన,kharīdaina / adhika dhara gala / viluvaina
345,extra,adjective,a1,nan,అదనపు / ఎక్కువ,adanapu / ekkuva
346,eye,noun,a1,nan,కన్ను / నేత్రం,kannu / nētraṁ
347,fact,noun,a1,nan,నిజం / వాస్తవం / యథార్థం,nijaṁ / vāstavaṁ / yathārthaṁ
348,false (not true),adjective,a1,nan,తప్పుడు / అబద్ధమైన / అసత్యమైన,tappuḍu / abaddhamaina / asatyamaina
349,family,noun,a1,nan,కుటుంబం / ఇల్లు,kuṭuṁbaṁ / illu
350,fantastic (excellent),adjective,a1,nan,చాలా బాగుంది / అద్భుతమైన / అమోఘమైన,cālā bāguṁdi / adbhutamaina / amōghamaina
351,far (extent or degree),adverb,a1,nan,చాలా దూరం / ఎక్కువ / బాగా,cālā dūraṁ / ekkuva / bāgā
352,farm,noun,a1,nan,పొలం / వ్యవసాయ క్షేత్రం,polaṁ / vyavasāya kṣētraṁ
353,farmer,noun,a1,nan,రైతు,raitu
354,farmer (formal),noun,a1,nan,కర్షకుడు / వ్యవసాయదారుడు,karṣakuḍu / vyavasāyadāruḍu
355,fast (securely fixed),adjective,a1,nan,గట్టి / స్థిరమైన,gaṭṭi / sthiramaina
356,"fast (speedy, rapid)",adverb,a1,nan,వేగంగా / త్వరగా,vēgaṁgā / tvaragā
357,father (colloquial),noun,a1,nan,నాన్న / డాడీ,nānna / ḍāḍī
358,father (formal),noun,a1,nan,తండ్రి / జనకుడు,taṁḍri / janakuḍu
359,"father (formal, biological)",noun,a1,nan,కన్నతండ్రి / జనకుడు,kannataṁḍri / janakuḍu
360,favourite,noun,a1,nan,ఇష్టమైనది / అభిమానమైనది / ప్రియమైనది,iṣṭamainadi / abhimānamainadi / priyamainadi
361,february,noun,a1,nan,ఫిబ్రవరి,phibravari
362,feeding,noun,a1,nan,తినిపించడం / పోషణ,tinipiṁcaḍaṁ / pōṣaṇa
363,"feeling (emotion, sentiment)",noun,a1,nan,భావం / అనుభూతి / సెంటిమెంట్,bhāvaṁ / anubhūti / seṁṭimeṁṭ
364,feeling (physical sensation),noun,a1,nan,స్పర్శ / అనుభూతి,sparśa / anubhūti
365,few,determiner,a1,nan,కొన్ని / తక్కువ,konni / takkuva
366,"few (a small number, 'a few')",pronoun,a1,nan,కొన్ని / కొందరు,konni / koṁdaru
367,"few (negative, scarcity)",adjective,a1,nan,చాలా తక్కువ,cālā takkuva
368,fifteen,number,a1,nan,పదిహేను,padihēnu
369,fifth,ordinal number,a1,nan,ఐదవ,aidava
370,fifty,number,a1,nan,యాభై,yābhai
371,film (movie),noun,a1,nan,సినిమా / చిత్రం / చలనచిత్రం,sinimā / citraṁ / calanacitraṁ
372,film (thin layer),noun,a1,nan,పొర / పలుచని పొర,pora / palucani pora
373,"final (exam, match)",adjective,a1,nan,చివరి / అంతిమ / ఫైనల్,civari / aṁtima / phainal
374,"fine (thin, granular)",adjective,a1,nan,సన్నని / మెత్తని / సూక్ష్మమైన,sannani / mettani / sūkṣmamaina
375,fire,noun,a1,nan,నిప్పు / అగ్ని / మంట,nippu / agni / maṁṭa
376,"first (at first, initially)",adverb,a1,nan,మొదట / ప్రారంభంలో / ఆరంభంలో,modaṭa / prāraṁbhaṁlō / āraṁbhaṁlō
377,"first (initially, at the start)",adverb,a1,nan,మొదట / ప్రారంభంలో / ఆరంభంలో,modaṭa / prāraṁbhaṁlō / āraṁbhaṁlō
378,"first (initially, before starting)",determiner,a1,nan,మొదటి / ప్రథమ,modaṭi / prathama
379,first (ordinal number),determiner,a1,nan,మొదటి / ప్రథమ,modaṭi / prathama
380,fish,noun,a1,nan,చేప / మత్స్యం,cēpa / matsyaṁ
381,flat,noun,a1,nan,సమతలం / చదును,samatalaṁ / cadunu
382,flat (apartment),noun,a1,nan,ఫ్లాట్ / అపార్ట్‌మెంట్,phlāṭ / apārṭmeṁṭ
383,flight (act of flying),noun,a1,nan,ఎగురుదల / విహారం,egurudala / vihāraṁ
384,flight (airplane journey),noun,a1,nan,ఫ్లైట్ / విమానయానం,phlaiṭ / vimānayānaṁ
385,floor (story of a building),noun,a1,nan,అంతస్తు,aṁtastu
386,floor (surface of a room),noun,a1,nan,నేల / భూమి,nēla / bhūmi
387,flower,noun,a1,nan,పువ్వు / పుష్పం / కుసుమం,puvvu / puṣpaṁ / kusumaṁ
388,"food (meal, main course)",noun,a1,nan,భోజనం / అన్నం / ఆహారం,bhōjanaṁ / annaṁ / āhāraṁ
389,food (sustenance),noun,a1,nan,ఆహారం / తిండి / భోజనం,āhāraṁ / tiṁḍi / bhōjanaṁ
390,foot (base of object),noun,a1,nan,అడుగు / పాదం,aḍugu / pādaṁ
391,football,noun,a1,nan,ఫుట్‌బాల్,phuṭbāl
392,"for (cost, exchange)",preposition,a1,nan,కోసం / కి,kōsaṁ / ki
393,for (duration of time),preposition,a1,nan,పాటు / సేపు,pāṭu / sēpu
394,"for (purpose, recipient)",preposition,a1,nan,కోసం / కొరకు,kōsaṁ / koraku
395,"forest (general, jungle)",noun,a1,nan,అడవి / వనం / కారడవి,aḍavi / vanaṁ / kāraḍavi
396,form (document),noun,a1,nan,ఫారం / దరఖాస్తు పత్రం,phāraṁ / darakhāstu patraṁ
397,"form (physical structure, appearance)",noun,a1,nan,రూపం / ఆకారం,rūpaṁ / ākāraṁ
398,form (shape),noun,a1,nan,ఆకారం / రూపం,ākāraṁ / rūpaṁ
399,forty,number,a1,nan,నలభై,nalabhai
400,four,number,a1,nan,నాలుగు,nālugu
401,fourteen,number,a1,nan,పద్నాలుగు,padnālugu
402,free (not costing money),adjective,a1,nan,ఉచితం / ఖర్చులేని,ucitaṁ / kharculēni
403,"free (unconstrained, independent)",adjective,a1,nan,స్వతంత్రం / స్వేచ్ఛాయుతమైన,svataṁtraṁ / svēcchāyutamaina
404,"fresh (new, not stale)",adjective,a1,nan,తాజా / కొత్త,tājā / kotta
405,friday,noun,a1,nan,శుక్రవారం,śukravāraṁ
406,fridge,noun,a1,nan,ఫ్రిజ్,phrij
407,friend (female),noun,a1,nan,స్నేహితురాలు / నెచ్చెలి,snēhiturālu / necceli
408,"friend (formal, neutral)",noun,a1,nan,మిత్రుడు / స్నేహితుడు,mitruḍu / snēhituḍu
409,friend (male),noun,a1,nan,స్నేహితుడు / మిత్రుడు,snēhituḍu / mitruḍu
410,friendly,adjective,a1,nan,స్నేహపూర్వకమైన / స్నేహంగా ఉండే,snēhapūrvakamaina / snēhaṁgā uṁḍē
411,from,preposition,a1,nan,నుండి / నుంచి,nuṁḍi / nuṁci
412,front,noun,a1,nan,ముందు / ముందరి భాగం,muṁdu / muṁdari bhāgaṁ
413,fruit (edible item),noun,a1,nan,పండు / ఫలం,paṁḍu / phalaṁ
414,"fruit (result, outcome)",noun,a1,nan,ఫలితం / ప్రయోజనం / ఫలం,phalitaṁ / prayōjanaṁ / phalaṁ
415,full (satiated),adjective,a1,nan,కడుపు నిండిన / తృప్తిగా,kaḍupu niṁḍina / tr̥ptigā
416,"fun (joy, happiness)",noun,a1,nan,సరదా / ఆనందం / వినోదం,saradā / ānaṁdaṁ / vinōdaṁ
417,funny (humorous),adjective,a1,nan,నవ్వు తెప్పించే / సరదాగా ఉండే / హాస్యభరితమైన,navvu teppiṁcē / saradāgā uṁḍē / hāsyabharitamaina
418,funny (strange or odd),adjective,a1,nan,వింతైన / చిత్రమైన,viṁtaina / citramaina
419,future,noun,a1,nan,భవిష్యత్తు,bhaviṣyattu
420,future (noun),noun,a1,nan,భవిష్యత్తు,bhaviṣyattu
