id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
277,dress (clothing),noun,a1,nan,உடை / ஆடை / உடுப்பு,uṭai / āṭai / uṭuppu
278,"dress (clothing, attire)",noun,a1,nan,உடை / ஆடை / உடுப்பு,uṭai / āṭai / uṭuppu
279,dress (frock or gown),noun,a1,nan,உடை / கவுன் / ஆடை,uṭai / kavuṉ / āṭai
280,dress (frock),noun,a1,nan,உடை / கவுன் / ஆடை,uṭai / kavuṉ / āṭai
281,drink (alcoholic beverage),noun,a1,nan,மது / பானம் / சாராயம்,matu / pāṉam / cārāyam
282,"driver (operator of vehicle, colloquial)",noun,a1,nan,டிரைவர் / ஓட்டுநர்,ṭiraivar / ōṭṭunar
283,"driver (operator of vehicle, formal)",noun,a1,nan,ஓட்டுநர் / சாரதி,ōṭṭunar / cārati
284,during (the period of time),preposition,a1,nan,போது / சமயத்தில் / இடைப்பட்ட காலத்தில்,pōtu / camayattil / iṭaippaṭṭa kālattil
285,dvd,noun,a1,nan,டிவிடி,ṭiviṭi
286,"each (as a determiner, e.g., each day)",determiner,a1,nan,ஒவ்வொரு / ஒவ்வோர்,ovvoru / ovvōr
287,"each (each one, individually)",adverb,a1,nan,தனித்தனியாக / ஒவ்வொன்றாக,taṉittaṉiyāka / ovvoṉṟāka
288,"each (each one, individually, for people)",pronoun,a1,nan,ஒவ்வொருவரும் / ஒவ்வொருவர்,ovvoruvarum / ovvoruvar
289,each (one per person/item),pronoun,a1,nan,ஒவ்வொன்றுக்கும் / ஒவ்வொருவருக்கும்,ovvoṉṟukkum / ovvoruvarukkum
290,each (per unit),pronoun,a1,nan,ஒன்றுக்கு / ஒவ்வொன்றுக்கும்,oṉṟukku / ovvoṉṟukkum
291,each (per unit/for each one),determiner,a1,nan,ஒவ்வொரு / ஒவ்வொன்றுக்கும்,ovvoru / ovvoṉṟukkum
292,ear,noun,a1,nan,காது / செவி,kātu / cevi
293,early,adverb,a1,nan,சீக்கிரம் / முன்னதாக / விரைவாக,cīkkiram / muṉṉatāka / viraivāka
294,"early (historical, primitive)",adjective,a1,nan,ஆரம்பகால / முற்கால / பண்டைய,ārampakāla / muṟkāla / paṇṭaiya
295,early (initial or primitive),adjective,a1,nan,ஆரம்பகால / முதல் / முற்கால,ārampakāla / mutal / muṟkāla
296,early morning,noun,a1,nan,அதிகாலை / விடியற்காலை,atikālai / viṭiyaṟkālai
297,east,noun,a1,nan,கிழக்கு / கீழ்த்திசை,kiḻakku / kīḻtticai
298,"east (adverbially, towards)",adverb,a1,nan,கிழக்கே / கிழக்கு நோக்கி,kiḻakkē / kiḻakku nōkki
299,east (eastern),adjective,a1,nan,கிழக்கு / கிழக்கத்திய,kiḻakku / kiḻakkattiya
300,east (moving toward the direction),adverb,a1,nan,கிழக்கு நோக்கி / கிழக்கு திசையில்,kiḻakku nōkki / kiḻakku ticaiyil
301,east (the direction),adverb,a1,nan,கிழக்கே,kiḻakkē
302,"east (the direction, adj.)",adjective,a1,nan,கிழக்கு / கீழ்த்திசை,kiḻakku / kīḻtticai
303,"east (the direction, noun)",noun,a1,nan,கிழக்கு / கீழ்த்திசை / கீழ்,kiḻakku / kīḻtticai / kīḻ
304,eastern,adjective,a1,nan,கிழக்கு / கீழ்த்திசை,kiḻakku / kīḻtticai
305,easy (simple or straightforward nature),adjective,a1,nan,சுலபம் / எளிது / இலகு,culapam / eḷitu / ilaku
306,easy (simple or straightforward),adjective,a1,nan,சுலபம் / எளிது / இலகு,culapam / eḷitu / ilaku
307,eatery (simple dining place),noun,a1,nan,உணவகம் / சிற்றுண்டிச்சாலை,uṇavakam / ciṟṟuṇṭiccālai
308,egg,noun,a1,nan,முட்டை,muṭṭai
309,eight,number,a1,nan,எட்டு,eṭṭu
310,eighteen,number,a1,nan,பதினெட்டு,patiṉeṭṭu
311,eighty,number,a1,nan,எண்பது,eṇpatu
312,elephant,noun,a1,nan,யானை,yāṉai
313,eleven,number,a1,nan,பதினொன்று,patiṉoṉṟu
314,else (other or additional),adverb,a1,nan,வேறு / மற்ற,vēṟu / maṟṟa
315,else (otherwise),adverb,a1,nan,இல்லையெனில் / இல்லாவிட்டால்,illaiyeṉil / illāviṭṭāl
316,"end (conclusion, finish)",noun,a1,nan,முடிவு / இறுதி,muṭivu / iṟuti
317,"end (physical extremity, tip)",noun,a1,nan,முனை / நுனி / கடைசி,muṉai / nuṉi / kaṭaici
318,enough,adverb,a1,nan,போதுமான அளவு,pōtumāṉa aḷavu
319,enough (a sufficient quantity),pronoun,a1,nan,போதும் / போதுமானது,pōtum / pōtumāṉatu
320,"enough (stop, that is sufficient)",pronoun,a1,nan,போதும்,pōtum
321,"enough! (stop, that's sufficient)",determiner,a1,nan,போதும்,pōtum
322,euro,noun,a1,nan,யூரோ,yūrō
323,"even (more, better)",adverb,a1,nan,இன்னும் / மேலும்,iṉṉum / mēlum
324,even (unexpectedly),adverb,a1,nan,கூட,kūṭa
325,"evening (common, colloquial)",noun,a1,nan,மாலை,mālai
326,"evening (formal, dusk)",noun,a1,nan,அந்தி / மாலை,anti / mālai
327,event (happening),noun,a1,nan,நிகழ்வு / சம்பவம்,nikaḻvu / campavam
328,event (planned function),noun,a1,nan,நிகழ்ச்சி / விழா,nikaḻcci / viḻā
329,ever (always),adverb,a1,nan,எப்போதும் / எப்பொழுதும்,eppōtum / eppoḻutum
330,ever (at any time),adverb,a1,nan,எப்போதாவது,eppōtāvatu
331,every,determiner,a1,nan,ஒவ்வொரு / சகல,ovvoru / cakala
332,everybody,pronoun,a1,nan,எல்லோரும் / அனைவரும்,ellōrum / aṉaivarum
333,everyone,pronoun,a1,nan,எல்லோரும் / அனைவரும்,ellōrum / aṉaivarum
334,"everything (colloquial, spoken)",pronoun,a1,nan,எல்லாம்,ellām
335,"everything (standard, complete)",pronoun,a1,nan,அனைத்தும் / சகலமும்,aṉaittum / cakalamum
336,"exam (test, quiz)",noun,a1,nan,தேர்வு / பரீட்சை,tērvu / parīṭcai
337,"example (instance, illustration)",noun,a1,nan,உதாரணம் / எடுத்துக்காட்டு,utāraṇam / eṭuttukkāṭṭu
338,"example (model, pattern)",noun,a1,nan,மாதிரி / முன்மாதிரி,mātiri / muṉmātiri
339,excited (eagerly anticipating),adjective,a1,nan,ஆர்வமாக / உற்சாகமாக,ārvamāka / uṟcākamāka
340,"exciting (interesting, inspiring)",adjective,a1,nan,சுவாரஸ்யமான / ஊக்கமளிக்கும்,cuvārasyamāṉa / ūkkamaḷikkum
341,"exciting (thrilling, adventurous)",adjective,a1,nan,பரபரப்பான / சாகசமான,paraparappāṉa / cākacamāṉa
342,exercise (physical activity),noun,a1,nan,உடற்பயிற்சி / பயிற்சி,uṭaṟpayiṟci / payiṟci
343,exercise (practice problem),noun,a1,nan,பயிற்சி / கணக்கு,payiṟci / kaṇakku
344,expensive,adjective,a1,nan,விலை உயர்ந்த / அதிக விலை,vilai uyarnta / atika vilai
345,extra,adjective,a1,nan,கூடுதல் / மேலதிக,kūṭutal / mēlatika
346,eye,noun,a1,nan,கண்,kaṇ
347,fact,noun,a1,nan,உண்மை / நிதர்சனம்,uṇmai / nitarcaṉam
348,false (not true),adjective,a1,nan,தவறான / பொய்யான,tavaṟāṉa / poyyāṉa
349,family,noun,a1,nan,குடும்பம் / சுற்றம்,kuṭumpam / cuṟṟam
350,fantastic (excellent),adjective,a1,nan,அருமையான / அற்புதமான / மிகச்சிறந்த,arumaiyāṉa / aṟputamāṉa / mikacciṟanta
351,far (extent or degree),adverb,a1,nan,தூரம் / வெகுதூரம் / தொலைவில்,tūram / vekutūram / tolaivil
352,farm,noun,a1,nan,பண்ணை / விவசாய நிலம் / வேளாண் பண்ணை,paṇṇai / vivacāya nilam / vēḷāṇ paṇṇai
353,farmer,noun,a1,nan,விவசாயி / உழவர்,vivacāyi / uḻavar
354,farmer (formal),noun,a1,nan,உழவர் / வேளாண்மையாளர்,uḻavar / vēḷāṇmaiyāḷar
355,fast (securely fixed),adjective,a1,nan,உறுதியான / நிலையான / இறுக்கமான,uṟutiyāṉa / nilaiyāṉa / iṟukkamāṉa
356,"fast (speedy, rapid)",adverb,a1,nan,வேகமாக / விரைவாக / சீக்கிரம்,vēkamāka / viraivāka / cīkkiram
357,father (colloquial),noun,a1,nan,அப்பா / அப்பு,appā / appu
358,father (formal),noun,a1,nan,தந்தை / தகப்பன்,tantai / takappaṉ
359,"father (formal, biological)",noun,a1,nan,தந்தை / தகப்பன் / பிதா,tantai / takappaṉ / pitā
360,favourite,noun,a1,nan,பிடித்தமான ஒன்று / விருப்பமானது / பிரியமானது,piṭittamāṉa oṉṟu / viruppamāṉatu / piriyamāṉatu
361,february,noun,a1,nan,பிப்ரவரி / மாசி,pipravari / māci
362,feeding,noun,a1,nan,உணவூட்டல் / தீனி கொடுத்தல்,uṇavūṭṭal / tīṉi koṭuttal
363,"feeling (emotion, sentiment)",noun,a1,nan,உணர்வு / மனநிலை / எண்ணம்,uṇarvu / maṉanilai / eṇṇam
364,feeling (physical sensation),noun,a1,nan,உணர்ச்சி / தொடுஉணர்வு / உடல் உணர்வு,uṇarcci / toṭuuṇarvu / uṭal uṇarvu
365,few,determiner,a1,nan,சில / குறைவான / ஒருசில,cila / kuṟaivāṉa / orucila
366,"few (a small number, 'a few')",pronoun,a1,nan,சில / ஒருசில,cila / orucila
367,"few (negative, scarcity)",adjective,a1,nan,குறைவான / மிகச்சில / அரிதான,kuṟaivāṉa / mikaccila / aritāṉa
368,fifteen,number,a1,nan,பதினைந்து,patiṉaintu
369,fifth,ordinal number,a1,nan,ஐந்தாவது,aintāvatu
370,fifty,number,a1,nan,ஐம்பது,aimpatu
371,film (movie),noun,a1,nan,திரைப்படம் / சினிமா / படம்,tiraippaṭam / ciṉimā / paṭam
372,film (thin layer),noun,a1,nan,படலம் / மெல்லிய அடுக்கு / பூச்சு,paṭalam / melliya aṭukku / pūccu
373,"final (exam, match)",adjective,a1,nan,இறுதி / கடைசியான / முடிவு,iṟuti / kaṭaiciyāṉa / muṭivu
374,"fine (thin, granular)",adjective,a1,nan,மெல்லிய / நுண்ணிய / மிருதுவான,melliya / nuṇṇiya / mirutuvāṉa
375,fire,noun,a1,nan,தீ / நெருப்பு / அக்னி,tī / neruppu / akṉi
376,"first (at first, initially)",adverb,a1,nan,முதலில் / ஆரம்பத்தில்,mutalil / ārampattil
377,"first (initially, at the start)",adverb,a1,nan,முதலில் / ஆரம்பத்தில்,mutalil / ārampattil
378,"first (initially, before starting)",determiner,a1,nan,முதல் / ஆரம்ப,mutal / ārampa
379,first (ordinal number),determiner,a1,nan,முதல் / முதலாம்,mutal / mutalām
380,fish,noun,a1,nan,மீன்,mīṉ
381,flat,noun,a1,nan,தட்டை / சமதளம்,taṭṭai / camataḷam
382,flat (apartment),noun,a1,nan,பிளாட் / அடுக்குமாடி குடியிருப்பு,piḷāṭ / aṭukkumāṭi kuṭiyiruppu
383,flight (act of flying),noun,a1,nan,பறப்பு / பறத்தல்,paṟappu / paṟattal
384,flight (airplane journey),noun,a1,nan,விமானப் பயணம் / விமான சேவை,vimāṉap payaṇam / vimāṉa cēvai
385,floor (story of a building),noun,a1,nan,மாடி / தளம்,māṭi / taḷam
386,floor (surface of a room),noun,a1,nan,தரை / தளம்,tarai / taḷam
387,flower,noun,a1,nan,பூ / மலர் / புஷ்பம்,pū / malar / puṣpam
388,"food (meal, main course)",noun,a1,nan,உணவு / சாப்பாடு,uṇavu / cāppāṭu
389,food (sustenance),noun,a1,nan,உணவு / ஆகாரம்,uṇavu / ākāram
390,foot (base of object),noun,a1,nan,அடி / அடிமட்டம்,aṭi / aṭimaṭṭam
391,football,noun,a1,nan,கால்பந்து,kālpantu
392,"for (cost, exchange)",preposition,a1,nan,-க்கு / ஆக,-kku / āka
393,for (duration of time),preposition,a1,nan,ஆக / வரை,āka / varai
394,"for (purpose, recipient)",preposition,a1,nan,-க்காக / -க்கு,-kkāka / -kku
395,"forest (general, jungle)",noun,a1,nan,காடு / வனம்,kāṭu / vaṉam
396,form (document),noun,a1,nan,படிவம் / ஃபார்ம்,paṭivam / fārm
397,"form (physical structure, appearance)",noun,a1,nan,வடிவம் / தோற்றம் / உருவம்,vaṭivam / tōṟṟam / uruvam
398,form (shape),noun,a1,nan,வடிவம் / உருவம்,vaṭivam / uruvam
399,forty,number,a1,nan,நாற்பது,nāṟpatu
400,four,number,a1,nan,நான்கு,nāṉku
401,fourteen,number,a1,nan,பதினான்கு,patiṉāṉku
402,free (not costing money),adjective,a1,nan,இலவசம் / கட்டணமில்லா,ilavacam / kaṭṭaṇamillā
403,"free (unconstrained, independent)",adjective,a1,nan,சுதந்திரமான / தடையற்ற,cutantiramāṉa / taṭaiyaṟṟa
404,"fresh (new, not stale)",adjective,a1,nan,புதிய / புதிதான,putiya / putitāṉa
405,friday,noun,a1,nan,வெள்ளி / வெள்ளிக்கிழமை,veḷḷi / veḷḷikkiḻamai
406,fridge,noun,a1,nan,ஃப்ரிட்ஜ் / குளிர்சாதனப் பெட்டி,friṭj / kuḷircātaṉap peṭṭi
407,friend (female),noun,a1,nan,தோழி / சினேகிதி,tōḻi / ciṉēkiti
