english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
east (moving toward the direction),adverb,తూర్పుగా / తూర్పువైపు,tūrpugā / tūrpuvaipu,,a1
east (the direction),adverb,తూర్పున,tūrpuna,,a1
"east (the direction, adj.)",adjective,తూర్పు,tūrpu,,a1
"east (the direction, noun)",noun,తూర్పు / ప్రాగ్దిశ,tūrpu / prāgdiśa,,a1
eastern,adjective,తూర్పు / ప్రాచ్య,tūrpu / prācya,,a1
easy (simple or straightforward nature),adjective,సులభం / తేలిక / సులువు,sulabhaṁ / tēlika / suluvu,,a1
easy (simple or straightforward),adjective,సులభం / తేలిక / సులువు,sulabhaṁ / tēlika / suluvu,,a1
eatery (simple dining place),noun,హోటల్ / భోజనశాల,hōṭal / bhōjanaśāla,,a1
egg,noun,గుడ్డు / అండం,guḍḍu / aṁḍaṁ,,a1
eight,number,ఎనిమిది,enimidi,,a1
eighteen,number,పద్దెనిమిది,paddenimidi,,a1
eighty,number,ఎనభై,enabhai,,a1
elephant,noun,ఏనుగు / గజము,ēnugu / gajamu,,a1
eleven,number,పదకొండు,padakoṁḍu,,a1
else (other or additional),adverb,ఇంకేమైనా / వేరే,iṁkēmainā / vērē,,a1
else (otherwise),adverb,లేకపోతే,lēkapōtē,,a1
"end (conclusion, finish)",noun,ముగింపు / అంతం / సమాప్తి,mugiṁpu / aṁtaṁ / samāpti,,a1
"end (physical extremity, tip)",noun,చివర / కొన,civara / kona,,a1
enough,adverb,సరిపోవునంత / చాలునంత,saripōvunaṁta / cālunaṁta,,a1
enough (a sufficient quantity),pronoun,సరిపడా / చాలు,saripaḍā / cālu,,a1
"enough (stop, that is sufficient)",pronoun,చాలు / ఆపు,cālu / āpu,,a1
"enough! (stop, that's sufficient)",determiner,చాలు! / ఆపు!,cālu! / āpu!,,a1
euro,noun,యూరో,yūrō,,a1
"even (more, better)",adverb,ఇంకా / మరీ,iṁkā / marī,,a1
even (unexpectedly),adverb,కూడా / సైతం,kūḍā / saitaṁ,,a1
"evening (common, colloquial)",noun,సాయంత్రం / పొద్దున,sāyaṁtraṁ / podduna,,a1
"evening (formal, dusk)",noun,సంధ్య / సాయంకాలం,saṁdhya / sāyaṁkālaṁ,,a1
event (happening),noun,సంఘటన / ఘటన / విషయం,saṁghaṭana / ghaṭana / viṣayaṁ,,a1
event (planned function),noun,కార్యక్రమం / వేడుక / ఉత్సవం,kāryakramaṁ / vēḍuka / utsavaṁ,,a1
ever (always),adverb,ఎప్పుడూ / ఎల్లప్పుడూ / సదా,eppuḍū / ellappuḍū / sadā,,a1
ever (at any time),adverb,ఎప్పుడైనా / ఏ సమయంలోనైనా,eppuḍainā / ē samayaṁlōnainā,,a1
every,determiner,ప్రతి,prati,,a1
everybody,pronoun,అందరూ / ప్రతి ఒక్కరూ,aṁdarū / prati okkarū,,a1
everyone,pronoun,అందరూ / ప్రతి ఒక్కరూ,aṁdarū / prati okkarū,,a1
"everything (colloquial, spoken)",pronoun,అంతా,aṁtā,,a1
"everything (standard, complete)",pronoun,అంతా / సర్వం / సమస్తం,aṁtā / sarvaṁ / samastaṁ,,a1
"exam (test, quiz)",noun,పరీక్ష / టెస్ట్,parīkṣa / ṭesṭ,,a1
"example (instance, illustration)",noun,ఉదాహరణ / దృష్టాంతం,udāharaṇa / dr̥ṣṭāṁtaṁ,,a1
"example (model, pattern)",noun,మాదిరి / నమూనా / ఆదర్శం,mādiri / namūnā / ādarśaṁ,,a1
excited (eagerly anticipating),adjective,ఉత్సాహభరితమైన / ఆతృతగా ఉన్న,utsāhabharitamaina / ātr̥tagā unna,,a1
"exciting (interesting, inspiring)",adjective,ఆసక్తికరమైన / ఉత్తేజకరమైన,āsaktikaramaina / uttējakaramaina,,a1
"exciting (thrilling, adventurous)",adjective,ఉత్కంఠభరితమైన / సాహసోపేతమైన,utkaṁṭhabharitamaina / sāhasōpētamaina,,a1
exercise (physical activity),noun,వ్యాయామం / కసరత్తు,vyāyāmaṁ / kasarattu,,a1
exercise (practice problem),noun,అభ్యాసం / లెక్క,abhyāsaṁ / lekka,,a1
expensive,adjective,ఖరీదైన / అధిక ధర గల / విలువైన,kharīdaina / adhika dhara gala / viluvaina,,a1
extra,adjective,అదనపు / ఎక్కువ,adanapu / ekkuva,,a1
eye,noun,కన్ను / నేత్రం,kannu / nētraṁ,,a1
fact,noun,నిజం / వాస్తవం / యథార్థం,nijaṁ / vāstavaṁ / yathārthaṁ,,a1
false (not true),adjective,తప్పుడు / అబద్ధమైన / అసత్యమైన,tappuḍu / abaddhamaina / asatyamaina,,a1
family,noun,కుటుంబం / ఇల్లు,kuṭuṁbaṁ / illu,,a1
fantastic (excellent),adjective,చాలా బాగుంది / అద్భుతమైన / అమోఘమైన,cālā bāguṁdi / adbhutamaina / amōghamaina,,a1
far (extent or degree),adverb,చాలా దూరం / ఎక్కువ / బాగా,cālā dūraṁ / ekkuva / bāgā,,a1
farm,noun,పొలం / వ్యవసాయ క్షేత్రం,polaṁ / vyavasāya kṣētraṁ,,a1
farmer,noun,రైతు,raitu,,a1
farmer (formal),noun,కర్షకుడు / వ్యవసాయదారుడు,karṣakuḍu / vyavasāyadāruḍu,,a1
fast (securely fixed),adjective,గట్టి / స్థిరమైన,gaṭṭi / sthiramaina,,a1
"fast (speedy, rapid)",adverb,వేగంగా / త్వరగా,vēgaṁgā / tvaragā,,a1
father (colloquial),noun,నాన్న / డాడీ,nānna / ḍāḍī,,a1
father (formal),noun,తండ్రి / జనకుడు,taṁḍri / janakuḍu,,a1
"father (formal, biological)",noun,కన్నతండ్రి / జనకుడు,kannataṁḍri / janakuḍu,,a1
favourite,noun,ఇష్టమైనది / అభిమానమైనది / ప్రియమైనది,iṣṭamainadi / abhimānamainadi / priyamainadi,,a1
february,noun,ఫిబ్రవరి,phibravari,,a1
feeding,noun,తినిపించడం / పోషణ,tinipiṁcaḍaṁ / pōṣaṇa,,a1
"feeling (emotion, sentiment)",noun,భావం / అనుభూతి / సెంటిమెంట్,bhāvaṁ / anubhūti / seṁṭimeṁṭ,,a1
feeling (physical sensation),noun,స్పర్శ / అనుభూతి,sparśa / anubhūti,,a1
few,determiner,కొన్ని / తక్కువ,konni / takkuva,,a1
"few (a small number, 'a few')",pronoun,కొన్ని / కొందరు,konni / koṁdaru,,a1
"few (negative, scarcity)",adjective,చాలా తక్కువ,cālā takkuva,,a1
fifteen,number,పదిహేను,padihēnu,,a1
fifth,ordinal number,ఐదవ,aidava,,a1
fifty,number,యాభై,yābhai,,a1
film (movie),noun,సినిమా / చిత్రం / చలనచిత్రం,sinimā / citraṁ / calanacitraṁ,,a1
film (thin layer),noun,పొర / పలుచని పొర,pora / palucani pora,,a1
"final (exam, match)",adjective,చివరి / అంతిమ / ఫైనల్,civari / aṁtima / phainal,,a1
"fine (thin, granular)",adjective,సన్నని / మెత్తని / సూక్ష్మమైన,sannani / mettani / sūkṣmamaina,,a1
fire,noun,నిప్పు / అగ్ని / మంట,nippu / agni / maṁṭa,,a1
"first (at first, initially)",adverb,మొదట / ప్రారంభంలో / ఆరంభంలో,modaṭa / prāraṁbhaṁlō / āraṁbhaṁlō,,a1
"first (initially, at the start)",adverb,మొదట / ప్రారంభంలో / ఆరంభంలో,modaṭa / prāraṁbhaṁlō / āraṁbhaṁlō,,a1
"first (initially, before starting)",determiner,మొదటి / ప్రథమ,modaṭi / prathama,,a1
first (ordinal number),determiner,మొదటి / ప్రథమ,modaṭi / prathama,,a1
fish,noun,చేప / మత్స్యం,cēpa / matsyaṁ,,a1
flat,noun,సమతలం / చదును,samatalaṁ / cadunu,,a1
flat (apartment),noun,ఫ్లాట్ / అపార్ట్‌మెంట్,phlāṭ / apārṭmeṁṭ,,a1
flight (act of flying),noun,ఎగురుదల / విహారం,egurudala / vihāraṁ,,a1
flight (airplane journey),noun,ఫ్లైట్ / విమానయానం,phlaiṭ / vimānayānaṁ,,a1
floor (story of a building),noun,అంతస్తు,aṁtastu,,a1
floor (surface of a room),noun,నేల / భూమి,nēla / bhūmi,,a1
flower,noun,పువ్వు / పుష్పం / కుసుమం,puvvu / puṣpaṁ / kusumaṁ,,a1
"food (meal, main course)",noun,భోజనం / అన్నం / ఆహారం,bhōjanaṁ / annaṁ / āhāraṁ,,a1
food (sustenance),noun,ఆహారం / తిండి / భోజనం,āhāraṁ / tiṁḍi / bhōjanaṁ,,a1
foot (base of object),noun,అడుగు / పాదం,aḍugu / pādaṁ,,a1
football,noun,ఫుట్‌బాల్,phuṭbāl,,a1
"for (cost, exchange)",preposition,కోసం / కి,kōsaṁ / ki,,a1
for (duration of time),preposition,పాటు / సేపు,pāṭu / sēpu,,a1
"for (purpose, recipient)",preposition,కోసం / కొరకు,kōsaṁ / koraku,,a1
"forest (general, jungle)",noun,అడవి / వనం / కారడవి,aḍavi / vanaṁ / kāraḍavi,,a1
form (document),noun,ఫారం / దరఖాస్తు పత్రం,phāraṁ / darakhāstu patraṁ,,a1
"form (physical structure, appearance)",noun,రూపం / ఆకారం,rūpaṁ / ākāraṁ,,a1
form (shape),noun,ఆకారం / రూపం,ākāraṁ / rūpaṁ,,a1
forty,number,నలభై,nalabhai,,a1
four,number,నాలుగు,nālugu,,a1
fourteen,number,పద్నాలుగు,padnālugu,,a1
free (not costing money),adjective,ఉచితం / ఖర్చులేని,ucitaṁ / kharculēni,,a1
"free (unconstrained, independent)",adjective,స్వతంత్రం / స్వేచ్ఛాయుతమైన,svataṁtraṁ / svēcchāyutamaina,,a1
"fresh (new, not stale)",adjective,తాజా / కొత్త,tājā / kotta,,a1
friday,noun,శుక్రవారం,śukravāraṁ,,a1
fridge,noun,ఫ్రిజ్,phrij,,a1
friend (female),noun,స్నేహితురాలు / నెచ్చెలి,snēhiturālu / necceli,,a1
"friend (formal, neutral)",noun,మిత్రుడు / స్నేహితుడు,mitruḍu / snēhituḍu,,a1
friend (male),noun,స్నేహితుడు / మిత్రుడు,snēhituḍu / mitruḍu,,a1
friendly,adjective,స్నేహపూర్వకమైన / స్నేహంగా ఉండే,snēhapūrvakamaina / snēhaṁgā uṁḍē,,a1
from,preposition,నుండి / నుంచి,nuṁḍi / nuṁci,,a1
front,noun,ముందు / ముందరి భాగం,muṁdu / muṁdari bhāgaṁ,,a1
fruit (edible item),noun,పండు / ఫలం,paṁḍu / phalaṁ,,a1
"fruit (result, outcome)",noun,ఫలితం / ప్రయోజనం / ఫలం,phalitaṁ / prayōjanaṁ / phalaṁ,,a1
full (satiated),adjective,కడుపు నిండిన / తృప్తిగా,kaḍupu niṁḍina / tr̥ptigā,,a1
"fun (joy, happiness)",noun,సరదా / ఆనందం / వినోదం,saradā / ānaṁdaṁ / vinōdaṁ,,a1
funny (humorous),adjective,నవ్వు తెప్పించే / సరదాగా ఉండే / హాస్యభరితమైన,navvu teppiṁcē / saradāgā uṁḍē / hāsyabharitamaina,,a1
funny (strange or odd),adjective,వింతైన / చిత్రమైన,viṁtaina / citramaina,,a1
future,noun,భవిష్యత్తు,bhaviṣyattu,,a1
future (noun),noun,భవిష్యత్తు,bhaviṣyattu,,a1
"game (activity, match)",noun,ఆట / క్రీడ,āṭa / krīḍa,,a1
"game (video, digital)",noun,గేమ్ / వీడియో గేమ్,gēm / vīḍiyō gēm,,a1
garden,noun,తోట / ఉద్యానవనం,tōṭa / udyānavanaṁ,,a1
geography,noun,భూగోళశాస్త్రం,bhūgōḷaśāstraṁ,,a1
"girl (female minor, child)",noun,అమ్మాయి / పిల్ల / బాలిక,ammāyi / pilla / bālika,,a1
"girl (female minor, formal, legal)",noun,బాలిక / మైనరు బాలిక,bālika / mainaru bālika,,a1
"girlfriend (female friend, platonic)",noun,స్నేహితురాలు / మిత్రురాలు,snēhiturālu / mitrurālu,,a1
glass (drinking vessel),noun,గ్లాసు / పాత్ర,glāsu / pātra,,a1
glass (material),noun,గాజు / అద్దం,gāju / addaṁ,,a1
"good (excellent, high quality)",adjective,మంచి / నాణ్యమైన / ఉత్తమమైన,maṁci / nāṇyamaina / uttamamaina,,a1
"good (nice, pleasant)",adjective,మంచి / బాగున్న / ఆహ్లాదకరమైన,maṁci / bāgunna / āhlādakaramaina,,a1
"goodbye (general, polite or formal)",exclamation,నమస్కారం / సెలవు / వీడ్కోలు,namaskāraṁ / selavu / vīḍkōlu,,a1
goodbye (polite departure phrase),noun,సెలవు / వీడ్కోలు,selavu / vīḍkōlu,,a1
goodbye (when the speaker is leaving temporarily),exclamation,వెళ్ళి వస్తాను / మళ్ళీ కలుద్దాం / సెలవు,veḷḷi vastānu / maḷḷī kaluddāṁ / selavu,,a1
grandfather (maternal),noun,తాతయ్య / మాతామహుడు,tātayya / mātāmahuḍu,,a1
grandfather (paternal),noun,తాతయ్య / పితామహుడు,tātayya / pitāmahuḍu,,a1
grandmother (maternal),noun,అమ్మమ్మ / మాతామహి,ammamma / mātāmahi,,a1
grandmother (paternal),noun,నాయనమ్మ / పితామహి,nāyanamma / pitāmahi,,a1
"great (excellent, wonderful)",adjective,గొప్ప / అద్భుతమైన / అమోఘమైన,goppa / adbhutamaina / amōghamaina,,a1
"great (general approval, good)",adjective,మంచి / గొప్ప / బాగున్న,maṁci / goppa / bāgunna,,a1
"great (large, big)",adjective,పెద్ద / గొప్ప,pedda / goppa,,a1
"green (leafy vegetables, produce)",noun,ఆకుకూరలు / కూరగాయలు,ākukūralu / kūragāyalu,,a1
green (unripe),adjective,పచ్చి / కాయ,pacci / kāya,,a1
greeting card,noun,గ్రీటింగ్ కార్డు / శుభాకాంక్షల కార్డు,grīṭiṁg kārḍu / śubhākāṁkṣala kārḍu,,a1
